state.fips,county.fips,report.month.19,labor.force.19,unemployment.19,unemployment.rate.19,report.month.20,labor.force.20,unemployment.20,unemployment.rate.20,unemp.rate.diff
17,139,2019-09-01,7626,233,3.1,2020-09-01,7591,361,4.8,1.7
18,075,2019-09-01,9382,224,2.4,2020-09-01,8756,361,4.1,1.7
18,083,2019-09-01,18404,485,2.6,2020-09-01,18033,784,4.3,1.7
18,111,2019-09-01,6931,228,3.3,2020-09-01,6659,332,5,1.7
18,137,2019-09-01,14198,385,2.7,2020-09-01,13830,613,4.4,1.7
18,173,2019-09-01,33056,798,2.4,2020-09-01,32994,1347,4.1,1.7
19,011,2019-09-01,13740,336,2.4,2020-09-01,12380,507,4.1,1.7
19,019,2019-09-01,11570,243,2.1,2020-09-01,10277,391,3.8,1.7
19,077,2019-09-01,5690,128,2.2,2020-09-01,5140,199,3.9,1.7
19,099,2019-09-01,20221,482,2.4,2020-09-01,18569,765,4.1,1.7
20,033,2019-09-01,881,22,2.5,2020-09-01,843,35,4.2,1.7
21,005,2019-09-01,12142,379,3.1,2020-09-01,11206,539,4.8,1.7
21,109,2019-09-01,4157,237,5.7,2020-09-01,3689,274,7.4,1.7
21,221,2019-09-01,6012,236,3.9,2020-09-01,5783,324,5.6,1.7
22,067,2019-09-01,10019,799,8,2020-09-01,10110,985,9.7,1.7
24,023,2019-09-01,15872,582,3.7,2020-09-01,14098,767,5.4,1.7
26,097,2019-09-01,5765,146,2.5,2020-09-01,6045,254,4.2,1.7
26,153,2019-09-01,3284,154,4.7,2020-09-01,3396,216,6.4,1.7
27,005,2019-09-01,18653,474,2.5,2020-09-01,18771,783,4.2,1.7
27,099,2019-09-01,20416,510,2.5,2020-09-01,20652,869,4.2,1.7
27,131,2019-09-01,37381,921,2.5,2020-09-01,37327,1578,4.2,1.7
28,031,2019-09-01,8190,399,4.9,2020-09-01,8337,554,6.6,1.7
30,031,2019-09-01,69274,1351,2,2020-09-01,70167,2591,3.7,1.7
30,047,2019-09-01,13298,483,3.6,2020-09-01,13475,714,5.3,1.7
32,007,2019-09-01,27151,715,2.6,2020-09-01,26561,1147,4.3,1.7
32,013,2019-09-01,8428,224,2.7,2020-09-01,8028,356,4.4,1.7
35,023,2019-09-01,2111,94,4.5,2020-09-01,2038,126,6.2,1.7
35,053,2019-09-01,6449,369,5.7,2020-09-01,6102,453,7.4,1.7
36,011,2019-09-01,36142,1291,3.6,2020-09-01,35350,1882,5.3,1.7
36,021,2019-09-01,31551,889,2.8,2020-09-01,30621,1363,4.5,1.7
36,083,2019-09-01,81051,2821,3.5,2020-09-01,78832,4092,5.2,1.7
37,041,2019-09-01,5435,224,4.1,2020-09-01,5589,325,5.8,1.7
38,057,2019-09-01,3509,97,2.8,2020-09-01,3293,147,4.5,1.7
38,065,2019-09-01,852,20,2.3,2020-09-01,852,34,4,1.7
39,107,2019-09-01,23036,613,2.7,2020-09-01,23378,1019,4.4,1.7
39,161,2019-09-01,14958,487,3.3,2020-09-01,14892,740,5,1.7
40,027,2019-09-01,143455,3863,2.7,2020-09-01,146426,6443,4.4,1.7
40,111,2019-09-01,15726,725,4.6,2020-09-01,15757,992,6.3,1.7
40,135,2019-09-01,16114,623,3.9,2020-09-01,16558,926,5.6,1.7
41,025,2019-09-01,3616,115,3.2,2020-09-01,3531,173,4.9,1.7
45,063,2019-09-01,150085,2443,1.6,2020-09-01,150130,4954,3.3,1.7
47,001,2019-09-01,34971,1142,3.3,2020-09-01,34745,1732,5,1.7
47,047,2019-09-01,19428,739,3.8,2020-09-01,18761,1038,5.5,1.7
47,063,2019-09-01,28389,1028,3.6,2020-09-01,28025,1499,5.3,1.7
47,069,2019-09-01,9625,515,5.4,2020-09-01,9475,669,7.1,1.7
47,071,2019-09-01,10544,388,3.7,2020-09-01,10515,572,5.4,1.7
47,073,2019-09-01,23862,964,4,2020-09-01,22922,1306,5.7,1.7
47,087,2019-09-01,4722,185,3.9,2020-09-01,4677,264,5.6,1.7
48,017,2019-09-01,2489,84,3.4,2020-09-01,2314,118,5.1,1.7
50,007,2019-09-01,96689,1906,2,2020-09-01,89363,3300,3.7,1.7
50,027,2019-09-01,28104,626,2.2,2020-09-01,26913,1062,3.9,1.7
51,015,2019-09-01,37889,848,2.2,2020-09-01,37476,1454,3.9,1.7
51,063,2019-09-01,8282,193,2.3,2020-09-01,7837,317,4,1.7
54,065,2019-09-01,8254,290,3.5,2020-09-01,7990,413,5.2,1.7
55,029,2019-09-01,16229,407,2.5,2020-09-01,13861,589,4.2,1.7
55,077,2019-09-01,7728,211,2.7,2020-09-01,7681,338,4.4,1.7
55,115,2019-09-01,20838,538,2.6,2020-09-01,20683,884,4.3,1.7
55,131,2019-09-01,76928,1931,2.5,2020-09-01,77547,3221,4.2,1.7
55,133,2019-09-01,224238,5871,2.6,2020-09-01,226766,9696,4.3,1.7
01,019,2019-09-01,11472,278,2.4,2020-09-01,11925,477,4,1.6
01,027,2019-09-01,6154,146,2.4,2020-09-01,6562,261,4,1.6
01,029,2019-09-01,5811,144,2.5,2020-09-01,5747,235,4.1,1.6
01,043,2019-09-01,38902,865,2.2,2020-09-01,40418,1525,3.8,1.6
01,059,2019-09-01,14759,346,2.3,2020-09-01,15301,597,3.9,1.6
02,020,2019-09-01,145481,7127,4.9,2020-09-01,143106,9235,6.5,1.6
02,220,2019-09-01,4604,165,3.6,2020-09-01,3921,204,5.2,1.6
05,049,2019-09-01,5036,179,3.6,2020-09-01,4954,259,5.2,1.6
08,011,2019-09-01,1964,47,2.4,2020-09-01,1835,74,4,1.6
08,103,2019-09-01,3093,89,2.9,2020-09-01,3025,137,4.5,1.6
08,111,2019-09-01,686,12,1.7,2020-09-01,541,18,3.3,1.6
12,001,2019-09-01,142833,3885,2.7,2020-09-01,136467,5845,4.3,1.6
12,091,2019-09-01,98076,2352,2.4,2020-09-01,93839,3753,4,1.6
12,121,2019-09-01,18299,590,3.2,2020-09-01,17818,848,4.8,1.6
13,023,2019-09-01,4457,207,4.6,2020-09-01,4282,264,6.2,1.6
13,071,2019-09-01,21042,594,2.8,2020-09-01,20209,894,4.4,1.6
13,139,2019-09-01,102502,2490,2.4,2020-09-01,96499,3871,4,1.6
13,157,2019-09-01,36568,835,2.3,2020-09-01,36480,1414,3.9,1.6
13,167,2019-09-01,3956,119,3,2020-09-01,3824,175,4.6,1.6
13,195,2019-09-01,13327,368,2.8,2020-09-01,12593,550,4.4,1.6
13,231,2019-09-01,8950,238,2.7,2020-09-01,8440,360,4.3,1.6
13,241,2019-09-01,7318,202,2.8,2020-09-01,6989,306,4.4,1.6
13,305,2019-09-01,11292,434,3.8,2020-09-01,10595,567,5.4,1.6
16,025,2019-09-01,723,17,2.4,2020-09-01,755,30,4,1.6
16,065,2019-09-01,20619,375,1.8,2020-09-01,22188,753,3.4,1.6
16,077,2019-09-01,4489,93,2.1,2020-09-01,4586,170,3.7,1.6
17,151,2019-09-01,1683,87,5.2,2020-09-01,1666,114,6.8,1.6
18,011,2019-09-01,36325,735,2,2020-09-01,35721,1276,3.6,1.6
19,093,2019-09-01,4164,60,1.4,2020-09-01,3948,119,3,1.6
20,009,2019-09-01,13434,376,2.8,2020-09-01,13747,611,4.4,1.6
20,029,2019-09-01,3832,107,2.8,2020-09-01,3727,163,4.4,1.6
20,143,2019-09-01,3040,69,2.3,2020-09-01,2931,115,3.9,1.6
20,151,2019-09-01,4979,95,1.9,2020-09-01,4942,171,3.5,1.6
21,037,2019-09-01,51241,1579,3.1,2020-09-01,48057,2242,4.7,1.6
21,117,2019-09-01,88699,2842,3.2,2020-09-01,83129,3968,4.8,1.6
21,177,2019-09-01,10397,585,5.6,2020-09-01,9537,690,7.2,1.6
21,197,2019-09-01,5035,221,4.4,2020-09-01,4663,281,6,1.6
22,029,2019-09-01,7254,451,6.2,2020-09-01,7153,560,7.8,1.6
22,103,2019-09-01,119187,5214,4.4,2020-09-01,113900,6809,6,1.6
27,077,2019-09-01,2417,64,2.6,2020-09-01,2355,98,4.2,1.6
27,085,2019-09-01,19287,536,2.8,2020-09-01,18978,828,4.4,1.6
27,127,2019-09-01,7635,196,2.6,2020-09-01,7608,317,4.2,1.6
27,147,2019-09-01,21389,546,2.6,2020-09-01,21445,903,4.2,1.6
28,007,2019-09-01,7028,410,5.8,2020-09-01,7189,535,7.4,1.6
29,047,2019-09-01,136805,3081,2.3,2020-09-01,132938,5134,3.9,1.6
29,165,2019-09-01,58901,1242,2.1,2020-09-01,57254,2123,3.7,1.6
29,219,2019-09-01,17943,386,2.2,2020-09-01,17168,656,3.8,1.6
30,045,2019-09-01,1002,24,2.4,2020-09-01,1021,41,4,1.6
30,085,2019-09-01,4455,163,3.7,2020-09-01,4348,230,5.3,1.6
30,103,2019-09-01,341,8,2.3,2020-09-01,332,13,3.9,1.6
30,111,2019-09-01,81865,2338,2.9,2020-09-01,81411,3662,4.5,1.6
31,079,2019-09-01,31813,919,2.9,2020-09-01,31468,1431,4.5,1.6
32,001,2019-09-01,11247,347,3.1,2020-09-01,11046,520,4.7,1.6
36,007,2019-09-01,83254,3574,4.3,2020-09-01,82710,4855,5.9,1.6
36,009,2019-09-01,33925,1446,4.3,2020-09-01,32837,1934,5.9,1.6
36,073,2019-09-01,17666,694,3.9,2020-09-01,16779,924,5.5,1.6
36,091,2019-09-01,118958,3734,3.1,2020-09-01,115538,5457,4.7,1.6
36,113,2019-09-01,31343,1122,3.6,2020-09-01,30185,1577,5.2,1.6
36,117,2019-09-01,44053,1537,3.5,2020-09-01,41886,2125,5.1,1.6
37,029,2019-09-01,4614,147,3.2,2020-09-01,4601,221,4.8,1.6
37,061,2019-09-01,25195,883,3.5,2020-09-01,25387,1299,5.1,1.6
37,143,2019-09-01,4937,217,4.4,2020-09-01,4949,298,6,1.6
37,189,2019-09-01,30275,901,3,2020-09-01,30488,1410,4.6,1.6
40,071,2019-09-01,18297,707,3.9,2020-09-01,18359,1017,5.5,1.6
40,079,2019-09-01,18973,841,4.4,2020-09-01,19458,1166,6,1.6
40,095,2019-09-01,6934,224,3.2,2020-09-01,7090,339,4.8,1.6
40,105,2019-09-01,4606,137,3,2020-09-01,4727,217,4.6,1.6
40,125,2019-09-01,32457,1101,3.4,2020-09-01,33166,1658,5,1.6
40,147,2019-09-01,22156,702,3.2,2020-09-01,22445,1075,4.8,1.6
41,045,2019-09-01,12515,380,3,2020-09-01,12326,570,4.6,1.6
45,071,2019-09-01,18849,402,2.1,2020-09-01,18894,696,3.7,1.6
47,019,2019-09-01,24252,893,3.7,2020-09-01,23492,1252,5.3,1.6
47,035,2019-09-01,23863,939,3.9,2020-09-01,23494,1292,5.5,1.6
47,043,2019-09-01,27540,784,2.8,2020-09-01,26430,1175,4.4,1.6
47,051,2019-09-01,20285,654,3.2,2020-09-01,19775,945,4.8,1.6
47,059,2019-09-01,29893,1375,4.6,2020-09-01,29187,1817,6.2,1.6
47,083,2019-09-01,3330,147,4.4,2020-09-01,3236,195,6,1.6
47,099,2019-09-01,19544,738,3.8,2020-09-01,19104,1026,5.4,1.6
47,141,2019-09-01,35737,1157,3.2,2020-09-01,35744,1705,4.8,1.6
47,159,2019-09-01,9629,262,2.7,2020-09-01,9241,400,4.3,1.6
47,173,2019-09-01,7691,269,3.5,2020-09-01,7642,391,5.1,1.6
47,179,2019-09-01,61083,1999,3.3,2020-09-01,59012,2894,4.9,1.6
47,185,2019-09-01,12350,431,3.5,2020-09-01,12162,617,5.1,1.6
48,011,2019-09-01,930,24,2.6,2020-09-01,896,38,4.2,1.6
48,075,2019-09-01,2958,79,2.7,2020-09-01,2831,121,4.3,1.6
48,095,2019-09-01,1353,42,3.1,2020-09-01,1287,60,4.7,1.6
48,345,2019-09-01,483,16,3.3,2020-09-01,450,22,4.9,1.6
51,530,2019-09-01,3547,85,2.4,2020-09-01,3633,145,4,1.6
51,610,2019-09-01,8694,170,2,2020-09-01,8226,298,3.6,1.6
53,001,2019-09-01,10830,382,3.5,2020-09-01,10425,533,5.1,1.6
53,013,2019-09-01,1835,79,4.3,2020-09-01,1717,102,5.9,1.6
55,009,2019-09-01,141556,3871,2.7,2020-09-01,144657,6257,4.3,1.6
55,021,2019-09-01,31362,773,2.5,2020-09-01,31852,1310,4.1,1.6
55,025,2019-09-01,320928,6990,2.2,2020-09-01,328195,12585,3.8,1.6
55,067,2019-09-01,9138,292,3.2,2020-09-01,9183,441,4.8,1.6
55,089,2019-09-01,48913,1269,2.6,2020-09-01,49372,2068,4.2,1.6
04,025,2019-09-01,108122,4584,4.2,2020-09-01,110240,6286,5.7,1.5
05,021,2019-09-01,5672,242,4.3,2020-09-01,5428,316,5.8,1.5
05,039,2019-09-01,2820,123,4.4,2020-09-01,2684,159,5.9,1.5
05,147,2019-09-01,2798,138,4.9,2020-09-01,2640,169,6.4,1.5
12,005,2019-09-01,85601,2637,3.1,2020-09-01,82087,3759,4.6,1.5
12,037,2019-09-01,4717,136,2.9,2020-09-01,4420,196,4.4,1.5
13,017,2019-09-01,5379,257,4.8,2020-09-01,5225,329,6.3,1.5
13,085,2019-09-01,12401,296,2.4,2020-09-01,11677,453,3.9,1.5
13,137,2019-09-01,19054,546,2.9,2020-09-01,18136,807,4.4,1.5
13,177,2019-09-01,14832,410,2.8,2020-09-01,13746,586,4.3,1.5
13,301,2019-09-01,2840,116,4.1,2020-09-01,2705,151,5.6,1.5
16,037,2019-09-01,2409,75,3.1,2020-09-01,2504,115,4.6,1.5
17,147,2019-09-01,8732,270,3.1,2020-09-01,8701,404,4.6,1.5
18,007,2019-09-01,4484,112,2.5,2020-09-01,4310,171,4,1.5
18,147,2019-09-01,10877,289,2.7,2020-09-01,10695,452,4.2,1.5
19,063,2019-09-01,5349,99,1.9,2020-09-01,4906,168,3.4,1.5
19,087,2019-09-01,10003,243,2.4,2020-09-01,9340,362,3.9,1.5
19,111,2019-09-01,16443,588,3.6,2020-09-01,15454,790,5.1,1.5
19,181,2019-09-01,28926,608,2.1,2020-09-01,26297,943,3.6,1.5
20,031,2019-09-01,4181,135,3.2,2020-09-01,3772,178,4.7,1.5
20,135,2019-09-01,1409,30,2.1,2020-09-01,1346,48,3.6,1.5
20,149,2019-09-01,12622,281,2.2,2020-09-01,11883,438,3.7,1.5
21,041,2019-09-01,5271,195,3.7,2020-09-01,4940,257,5.2,1.5
21,075,2019-09-01,2052,100,4.9,2020-09-01,2026,129,6.4,1.5
21,091,2019-09-01,4001,137,3.4,2020-09-01,3742,185,4.9,1.5
21,113,2019-09-01,26712,867,3.2,2020-09-01,25052,1178,4.7,1.5
21,121,2019-09-01,9882,530,5.4,2020-09-01,9395,648,6.9,1.5
21,151,2019-09-01,47497,1602,3.4,2020-09-01,41876,2034,4.9,1.5
21,167,2019-09-01,10048,409,4.1,2020-09-01,8993,504,5.6,1.5
21,223,2019-09-01,3892,150,3.9,2020-09-01,3675,199,5.4,1.5
22,001,2019-09-01,24053,1335,5.6,2020-09-01,24074,1705,7.1,1.5
22,037,2019-09-01,7964,380,4.8,2020-09-01,7931,502,6.3,1.5
22,057,2019-09-01,42490,1950,4.6,2020-09-01,42341,2572,6.1,1.5
27,007,2019-09-01,24647,741,3,2020-09-01,24418,1105,4.5,1.5
27,143,2019-09-01,8594,226,2.6,2020-09-01,8256,336,4.1,1.5
28,093,2019-09-01,14553,853,5.9,2020-09-01,14714,1082,7.4,1.5
28,137,2019-09-01,12417,711,5.7,2020-09-01,12521,902,7.2,1.5
29,037,2019-09-01,54836,1270,2.3,2020-09-01,53322,2017,3.8,1.5
29,071,2019-09-01,53179,1283,2.4,2020-09-01,50733,2002,3.9,1.5
29,221,2019-09-01,10252,336,3.3,2020-09-01,10110,490,4.8,1.5
30,017,2019-09-01,6085,148,2.4,2020-09-01,6096,238,3.9,1.5
30,059,2019-09-01,930,26,2.8,2020-09-01,933,40,4.3,1.5
30,065,2019-09-01,2272,83,3.7,2020-09-01,2259,117,5.2,1.5
30,073,2019-09-01,2643,83,3.1,2020-09-01,2568,118,4.6,1.5
34,033,2019-09-01,29154,1340,4.6,2020-09-01,27688,1699,6.1,1.5
36,037,2019-09-01,29914,986,3.3,2020-09-01,28907,1376,4.8,1.5
36,069,2019-09-01,55463,1909,3.4,2020-09-01,52770,2599,4.9,1.5
36,097,2019-09-01,8220,280,3.4,2020-09-01,8143,397,4.9,1.5
38,041,2019-09-01,1370,23,1.7,2020-09-01,1332,43,3.2,1.5
40,015,2019-09-01,11742,421,3.6,2020-09-01,12126,624,5.1,1.5
40,031,2019-09-01,47980,1733,3.6,2020-09-01,48424,2471,5.1,1.5
40,061,2019-09-01,4209,218,5.2,2020-09-01,4325,291,6.7,1.5
40,091,2019-09-01,7066,372,5.3,2020-09-01,7406,500,6.8,1.5
40,097,2019-09-01,19700,567,2.9,2020-09-01,19795,871,4.4,1.5
42,031,2019-09-01,17318,725,4.2,2020-09-01,16816,963,5.7,1.5
45,037,2019-09-01,10546,212,2,2020-09-01,10488,362,3.5,1.5
45,073,2019-09-01,35048,671,1.9,2020-09-01,35405,1187,3.4,1.5
45,077,2019-09-01,57479,1145,2,2020-09-01,58743,2041,3.5,1.5
46,101,2019-09-01,4059,134,3.3,2020-09-01,4098,196,4.8,1.5
47,015,2019-09-01,6721,196,2.9,2020-09-01,6439,286,4.4,1.5
47,039,2019-09-01,4601,213,4.6,2020-09-01,4485,273,6.1,1.5
47,053,2019-09-01,22341,899,4,2020-09-01,21914,1207,5.5,1.5
47,115,2019-09-01,12605,510,4,2020-09-01,12591,692,5.5,1.5
47,143,2019-09-01,13611,677,5,2020-09-01,13235,862,6.5,1.5
47,153,2019-09-01,6268,257,4.1,2020-09-01,6268,354,5.6,1.5
47,171,2019-09-01,7181,322,4.5,2020-09-01,6908,417,6,1.5
48,107,2019-09-01,2508,98,3.9,2020-09-01,2428,131,5.4,1.5
48,129,2019-09-01,1389,47,3.4,2020-09-01,1307,64,4.9,1.5
48,311,2019-09-01,892,14,1.6,2020-09-01,852,26,3.1,1.5
49,003,2019-09-01,25903,549,2.1,2020-09-01,26724,959,3.6,1.5
49,015,2019-09-01,4187,134,3.2,2020-09-01,4423,208,4.7,1.5
50,023,2019-09-01,34071,694,2,2020-09-01,32329,1116,3.5,1.5
51,678,2019-09-01,2116,91,4.3,2020-09-01,2067,120,5.8,1.5
53,043,2019-09-01,5101,198,3.9,2020-09-01,4650,249,5.4,1.5
53,075,2019-09-01,24835,965,3.9,2020-09-01,22745,1237,5.4,1.5
54,027,2019-09-01,11000,388,3.5,2020-09-01,10449,523,5,1.5
55,075,2019-09-01,19336,775,4,2020-09-01,19392,1074,5.5,1.5
55,085,2019-09-01,17759,579,3.3,2020-09-01,17130,827,4.8,1.5
56,017,2019-09-01,2160,71,3.3,2020-09-01,2242,108,4.8,1.5
56,021,2019-09-01,47863,1617,3.4,2020-09-01,48340,2391,4.9,1.5
72,053,2019-09-01,10673,1097,10.3,2020-09-01,10468,1236,11.8,1.5
02,060,2019-09-01,455,23,5.1,2020-09-01,402,26,6.5,1.4
04,011,2019-09-01,4590,164,3.6,2020-09-01,4617,229,5,1.4
08,057,2019-09-01,1074,16,1.5,2020-09-01,982,28,2.9,1.4
08,115,2019-09-01,1282,22,1.7,2020-09-01,1044,32,3.1,1.4
08,125,2019-09-01,6074,87,1.4,2020-09-01,5010,142,2.8,1.4
12,003,2019-09-01,12024,330,2.7,2020-09-01,11563,474,4.1,1.4
12,075,2019-09-01,16945,568,3.4,2020-09-01,16458,789,4.8,1.4
12,133,2019-09-01,9844,292,3,2020-09-01,9319,411,4.4,1.4
13,019,2019-09-01,7408,258,3.5,2020-09-01,7153,347,4.9,1.4
13,025,2019-09-01,7326,280,3.8,2020-09-01,6345,331,5.2,1.4
13,037,2019-09-01,2263,79,3.5,2020-09-01,2176,107,4.9,1.4
13,117,2019-09-01,122624,2969,2.4,2020-09-01,115573,4439,3.8,1.4
13,129,2019-09-01,27976,785,2.8,2020-09-01,28076,1188,4.2,1.4
13,173,2019-09-01,3738,120,3.2,2020-09-01,3658,167,4.6,1.4
13,221,2019-09-01,6917,195,2.8,2020-09-01,6505,275,4.2,1.4
13,227,2019-09-01,15324,397,2.6,2020-09-01,14452,584,4,1.4
13,243,2019-09-01,2490,111,4.5,2020-09-01,2443,143,5.9,1.4
13,313,2019-09-01,43373,1557,3.6,2020-09-01,40989,2034,5,1.4
17,149,2019-09-01,7027,248,3.5,2020-09-01,7028,345,4.9,1.4
18,045,2019-09-01,7940,220,2.8,2020-09-01,7773,328,4.2,1.4
18,107,2019-09-01,18801,499,2.7,2020-09-01,18460,764,4.1,1.4
18,165,2019-09-01,6941,291,4.2,2020-09-01,6653,370,5.6,1.4
18,171,2019-09-01,4152,110,2.6,2020-09-01,4061,162,4,1.4
19,049,2019-09-01,50680,879,1.7,2020-09-01,45950,1408,3.1,1.4
19,059,2019-09-01,10540,217,2.1,2020-09-01,8606,300,3.5,1.4
19,065,2019-09-01,10826,285,2.6,2020-09-01,9859,397,4,1.4
19,081,2019-09-01,5972,130,2.2,2020-09-01,5530,201,3.6,1.4
19,157,2019-09-01,10815,215,2,2020-09-01,9813,333,3.4,1.4
20,003,2019-09-01,4231,115,2.7,2020-09-01,4182,172,4.1,1.4
20,005,2019-09-01,7081,348,4.9,2020-09-01,6752,425,6.3,1.4
20,013,2019-09-01,5396,135,2.5,2020-09-01,5124,201,3.9,1.4
20,111,2019-09-01,16624,470,2.8,2020-09-01,16728,708,4.2,1.4
20,157,2019-09-01,2356,48,2,2020-09-01,2339,80,3.4,1.4
20,159,2019-09-01,5279,122,2.3,2020-09-01,5039,184,3.7,1.4
21,059,2019-09-01,47641,1636,3.4,2020-09-01,44497,2154,4.8,1.4
21,093,2019-09-01,49131,1828,3.7,2020-09-01,45295,2313,5.1,1.4
21,133,2019-09-01,6420,508,7.9,2020-09-01,5735,533,9.3,1.4
22,009,2019-09-01,15254,889,5.8,2020-09-01,15260,1105,7.2,1.4
22,063,2019-09-01,68552,2939,4.3,2020-09-01,68226,3904,5.7,1.4
22,073,2019-09-01,69869,3806,5.4,2020-09-01,73743,4980,6.8,1.4
22,119,2019-09-01,14447,902,6.2,2020-09-01,14461,1095,7.6,1.4
27,119,2019-09-01,16601,439,2.6,2020-09-01,16116,648,4,1.4
28,059,2019-09-01,58361,3454,5.9,2020-09-01,60068,4372,7.3,1.4
28,109,2019-09-01,23748,1217,5.1,2020-09-01,23770,1538,6.5,1.4
29,097,2019-09-01,57220,1418,2.5,2020-09-01,56183,2189,3.9,1.4
29,113,2019-09-01,28366,701,2.5,2020-09-01,27072,1048,3.9,1.4
29,183,2019-09-01,227777,4618,2,2020-09-01,216641,7466,3.4,1.4
30,089,2019-09-01,4891,216,4.4,2020-09-01,5048,292,5.8,1.4
35,011,2019-09-01,787,30,3.8,2020-09-01,686,36,5.2,1.4
36,077,2019-09-01,28203,1008,3.6,2020-09-01,25952,1300,5,1.4
36,107,2019-09-01,22668,825,3.6,2020-09-01,22448,1128,5,1.4
38,059,2019-09-01,16016,339,2.1,2020-09-01,15986,556,3.5,1.4
40,013,2019-09-01,21267,600,2.8,2020-09-01,22080,924,4.2,1.4
40,083,2019-09-01,22184,616,2.8,2020-09-01,22639,945,4.2,1.4
41,049,2019-09-01,5917,173,2.9,2020-09-01,5830,250,4.3,1.4
42,093,2019-09-01,9203,293,3.2,2020-09-01,9147,422,4.6,1.4
47,081,2019-09-01,11661,338,2.9,2020-09-01,11188,478,4.3,1.4
47,105,2019-09-01,23748,733,3.1,2020-09-01,23431,1050,4.5,1.4
48,069,2019-09-01,3438,88,2.6,2020-09-01,3283,130,4,1.4
48,087,2019-09-01,1153,40,3.5,2020-09-01,1069,52,4.9,1.4
51,023,2019-09-01,17551,434,2.5,2020-09-01,16564,639,3.9,1.4
51,105,2019-09-01,8349,371,4.4,2020-09-01,7922,458,5.8,1.4
53,003,2019-09-01,10343,347,3.4,2020-09-01,10038,486,4.8,1.4
55,035,2019-09-01,58698,1480,2.5,2020-09-01,58894,2293,3.9,1.4
55,087,2019-09-01,102499,2569,2.5,2020-09-01,103030,4040,3.9,1.4
55,097,2019-09-01,38461,988,2.6,2020-09-01,37654,1490,4,1.4
55,127,2019-09-01,58018,1602,2.8,2020-09-01,56370,2382,4.2,1.4
55,129,2019-09-01,7901,244,3.1,2020-09-01,7715,345,4.5,1.4
56,043,2019-09-01,3923,130,3.3,2020-09-01,3948,186,4.7,1.4
72,007,2019-09-01,6396,586,9.2,2020-09-01,6233,658,10.6,1.4
01,111,2019-09-01,9786,258,2.6,2020-09-01,9948,391,3.9,1.3
04,007,2019-09-01,21934,1148,5.2,2020-09-01,21076,1365,6.5,1.3
05,101,2019-09-01,3342,108,3.2,2020-09-01,3246,147,4.5,1.3
05,117,2019-09-01,3639,164,4.5,2020-09-01,3499,204,5.8,1.3
08,021,2019-09-01,4228,125,3,2020-09-01,3963,170,4.3,1.3
08,121,2019-09-01,3023,52,1.7,2020-09-01,2750,83,3,1.3
12,019,2019-09-01,109436,3042,2.8,2020-09-01,105133,4301,4.1,1.3
12,063,2019-09-01,17568,537,3.1,2020-09-01,16868,735,4.4,1.3
13,011,2019-09-01,9607,227,2.4,2020-09-01,9435,351,3.7,1.3
13,101,2019-09-01,1892,44,2.3,2020-09-01,1813,66,3.6,1.3
13,239,2019-09-01,801,35,4.4,2020-09-01,801,46,5.7,1.3
13,279,2019-09-01,11752,586,5,2020-09-01,11395,716,6.3,1.3
16,023,2019-09-01,1408,32,2.3,2020-09-01,1471,53,3.6,1.3
17,079,2019-09-01,4651,183,3.9,2020-09-01,4797,249,5.2,1.3
18,047,2019-09-01,11358,314,2.8,2020-09-01,11163,461,4.1,1.3
18,101,2019-09-01,5328,116,2.2,2020-09-01,5347,186,3.5,1.3
18,161,2019-09-01,3543,98,2.8,2020-09-01,3395,139,4.1,1.3
19,025,2019-09-01,4300,85,2,2020-09-01,3927,128,3.3,1.3
19,031,2019-09-01,11014,213,1.9,2020-09-01,10119,325,3.2,1.3
19,047,2019-09-01,8246,213,2.6,2020-09-01,7463,288,3.9,1.3
19,079,2019-09-01,7013,161,2.3,2020-09-01,6480,234,3.6,1.3
19,095,2019-09-01,10677,173,1.6,2020-09-01,9882,283,2.9,1.3
19,125,2019-09-01,18886,345,1.8,2020-09-01,17609,544,3.1,1.3
19,185,2019-09-01,2841,72,2.5,2020-09-01,2661,101,3.8,1.3
19,191,2019-09-01,12585,236,1.9,2020-09-01,10447,335,3.2,1.3
19,195,2019-09-01,4293,93,2.2,2020-09-01,3896,138,3.5,1.3
20,043,2019-09-01,4153,107,2.6,2020-09-01,4043,158,3.9,1.3
20,057,2019-09-01,17284,379,2.2,2020-09-01,17379,602,3.5,1.3
20,097,2019-09-01,1362,25,1.8,2020-09-01,1286,40,3.1,1.3
20,113,2019-09-01,17210,334,1.9,2020-09-01,17261,552,3.2,1.3
20,175,2019-09-01,9558,271,2.8,2020-09-01,9799,406,4.1,1.3
21,027,2019-09-01,7809,354,4.5,2020-09-01,7263,419,5.8,1.3
21,035,2019-09-01,18778,662,3.5,2020-09-01,17419,831,4.8,1.3
21,065,2019-09-01,5403,234,4.3,2020-09-01,4935,277,5.6,1.3
21,077,2019-09-01,4104,142,3.5,2020-09-01,3861,185,4.8,1.3
21,085,2019-09-01,11002,491,4.5,2020-09-01,10419,607,5.8,1.3
21,145,2019-09-01,29297,1312,4.5,2020-09-01,25713,1495,5.8,1.3
21,169,2019-09-01,4091,190,4.6,2020-09-01,3665,217,5.9,1.3
21,173,2019-09-01,11702,531,4.5,2020-09-01,10862,625,5.8,1.3
21,203,2019-09-01,6709,292,4.4,2020-09-01,5911,335,5.7,1.3
21,227,2019-09-01,65784,2164,3.3,2020-09-01,58466,2718,4.6,1.3
