state.fips,county.fips,report.month.19,labor.force.19,unemployment.19,unemployment.rate.19,report.month.20,labor.force.20,unemployment.20,unemployment.rate.20,unemp.rate.diff
05,149,2019-09-01,8466,296,3.5,2020-09-01,8244,461,5.6,2.1
06,025,2019-09-01,71373,13839,19.4,2020-09-01,67839,14564,21.5,2.1
08,083,2019-09-01,13286,408,3.1,2020-09-01,12815,669,5.2,2.1
08,089,2019-09-01,8598,283,3.3,2020-09-01,8226,442,5.4,2.1
12,083,2019-09-01,139064,4904,3.5,2020-09-01,141756,7945,5.6,2.1
13,013,2019-09-01,40500,991,2.4,2020-09-01,38436,1736,4.5,2.1
13,033,2019-09-01,9099,431,4.7,2020-09-01,8521,581,6.8,2.1
13,109,2019-09-01,4901,151,3.1,2020-09-01,4792,251,5.2,2.1
13,193,2019-09-01,4657,199,4.3,2020-09-01,4371,281,6.4,2.1
13,211,2019-09-01,9311,261,2.8,2020-09-01,8794,427,4.9,2.1
13,277,2019-09-01,19770,582,2.9,2020-09-01,19635,989,5,2.1
13,315,2019-09-01,2675,106,4,2020-09-01,2593,158,6.1,2.1
16,041,2019-09-01,7098,123,1.7,2020-09-01,7238,277,3.8,2.1
16,053,2019-09-01,12263,240,2,2020-09-01,12827,528,4.1,2.1
17,027,2019-09-01,20617,551,2.7,2020-09-01,20031,969,4.8,2.1
17,035,2019-09-01,6140,174,2.8,2020-09-01,6059,297,4.9,2.1
17,041,2019-09-01,10278,334,3.2,2020-09-01,10253,541,5.3,2.1
17,133,2019-09-01,19026,547,2.9,2020-09-01,18472,921,5,2.1
17,187,2019-09-01,8460,307,3.6,2020-09-01,8412,476,5.7,2.1
17,191,2019-09-01,7079,305,4.3,2020-09-01,7069,451,6.4,2.1
18,063,2019-09-01,90373,2094,2.3,2020-09-01,89087,3920,4.4,2.1
18,077,2019-09-01,15009,444,3,2020-09-01,14777,753,5.1,2.1
18,099,2019-09-01,22955,605,2.6,2020-09-01,22323,1057,4.7,2.1
18,123,2019-09-01,9283,261,2.8,2020-09-01,9068,442,4.9,2.1
18,153,2019-09-01,8340,291,3.5,2020-09-01,8034,449,5.6,2.1
18,159,2019-09-01,9180,189,2.1,2020-09-01,9169,385,4.2,2.1
19,097,2019-09-01,11093,271,2.4,2020-09-01,10210,462,4.5,2.1
20,011,2019-09-01,6492,229,3.5,2020-09-01,6696,375,5.6,2.1
20,065,2019-09-01,1157,30,2.6,2020-09-01,1215,57,4.7,2.1
20,067,2019-09-01,3375,74,2.2,2020-09-01,3250,141,4.3,2.1
20,107,2019-09-01,4420,209,4.7,2020-09-01,4296,292,6.8,2.1
21,111,2019-09-01,403436,14673,3.6,2020-09-01,380569,21553,5.7,2.1
22,035,2019-09-01,1917,183,9.5,2020-09-01,1866,217,11.6,2.1
22,077,2019-09-01,9933,550,5.5,2020-09-01,9916,756,7.6,2.1
24,013,2019-09-01,95837,2499,2.6,2020-09-01,88398,4127,4.7,2.1
26,103,2019-09-01,32698,1140,3.5,2020-09-01,33596,1898,5.6,2.1
27,013,2019-09-01,41181,982,2.4,2020-09-01,40416,1799,4.5,2.1
27,061,2019-09-01,21753,887,4.1,2020-09-01,21138,1320,6.2,2.1
27,065,2019-09-01,8914,247,2.8,2020-09-01,8829,430,4.9,2.1
28,095,2019-09-01,15628,844,5.4,2020-09-01,15738,1185,7.5,2.1
29,187,2019-09-01,26498,770,2.9,2020-09-01,26488,1326,5,2.1
36,039,2019-09-01,20198,782,3.9,2020-09-01,20423,1217,6,2.1
36,111,2019-09-01,88179,3066,3.5,2020-09-01,88058,4961,5.6,2.1
37,009,2019-09-01,13064,391,3,2020-09-01,13367,687,5.1,2.1
37,011,2019-09-01,7757,235,3,2020-09-01,8034,413,5.1,2.1
37,053,2019-09-01,14132,441,3.1,2020-09-01,13663,708,5.2,2.1
37,137,2019-09-01,5368,175,3.3,2020-09-01,5138,280,5.4,2.1
37,175,2019-09-01,14797,474,3.2,2020-09-01,14576,778,5.3,2.1
38,009,2019-09-01,2939,62,2.1,2020-09-01,2721,114,4.2,2.1
40,037,2019-09-01,31689,1113,3.5,2020-09-01,31820,1784,5.6,2.1
40,051,2019-09-01,26617,815,3.1,2020-09-01,27400,1414,5.2,2.1
40,063,2019-09-01,5288,238,4.5,2020-09-01,5533,365,6.6,2.1
40,113,2019-09-01,20721,720,3.5,2020-09-01,20827,1156,5.6,2.1
42,041,2019-09-01,132817,4415,3.3,2020-09-01,130765,7036,5.4,2.1
42,053,2019-09-01,1811,106,5.9,2020-09-01,1772,141,8,2.1
42,113,2019-09-01,2693,124,4.6,2020-09-01,2554,171,6.7,2.1
47,095,2019-09-01,1761,86,4.9,2020-09-01,1727,121,7,2.1
47,111,2019-09-01,11509,322,2.8,2020-09-01,11054,539,4.9,2.1
47,147,2019-09-01,38738,1035,2.7,2020-09-01,37335,1810,4.8,2.1
48,065,2019-09-01,3011,69,2.3,2020-09-01,2911,127,4.4,2.1
48,211,2019-09-01,1922,48,2.5,2020-09-01,1746,81,4.6,2.1
48,447,2019-09-01,657,27,4.1,2020-09-01,610,38,6.2,2.1
49,021,2019-09-01,24549,575,2.3,2020-09-01,25478,1118,4.4,2.1
50,003,2019-09-01,17564,488,2.8,2020-09-01,16646,812,4.9,2.1
51,021,2019-09-01,2859,72,2.5,2020-09-01,2720,126,4.6,2.1
51,069,2019-09-01,48571,1050,2.2,2020-09-01,45027,1919,4.3,2.1
51,077,2019-09-01,7939,197,2.5,2020-09-01,7831,360,4.6,2.1
51,085,2019-09-01,59741,1366,2.3,2020-09-01,56901,2517,4.4,2.1
51,161,2019-09-01,49719,1189,2.4,2020-09-01,47307,2129,4.5,2.1
51,173,2019-09-01,13866,487,3.5,2020-09-01,13148,733,5.6,2.1
54,017,2019-09-01,4049,151,3.7,2020-09-01,3855,223,5.8,2.1
55,003,2019-09-01,8042,283,3.5,2020-09-01,7694,432,5.6,2.1
72,019,2019-09-01,7220,628,8.7,2020-09-01,6971,752,10.8,2.1
72,045,2019-09-01,4781,415,8.7,2020-09-01,4695,508,10.8,2.1
72,051,2019-09-01,12886,761,5.9,2020-09-01,12725,1023,8,2.1
01,031,2019-09-01,21386,537,2.5,2020-09-01,22731,1017,4.5,2
01,133,2019-09-01,10187,277,2.7,2020-09-01,10401,485,4.7,2
05,063,2019-09-01,16639,639,3.8,2020-09-01,16371,945,5.8,2
05,129,2019-09-01,2964,130,4.4,2020-09-01,2822,180,6.4,2
05,133,2019-09-01,5569,256,4.6,2020-09-01,5400,354,6.6,2
08,075,2019-09-01,11243,224,2,2020-09-01,10928,437,4,2
12,023,2019-09-01,30393,908,3,2020-09-01,29443,1459,5,2
12,055,2019-09-01,35809,1542,4.3,2020-09-01,35925,2273,6.3,2
12,073,2019-09-01,158252,4567,2.9,2020-09-01,148577,7247,4.9,2
13,103,2019-09-01,30606,805,2.6,2020-09-01,29281,1338,4.6,2
13,159,2019-09-01,6966,184,2.6,2020-09-01,6587,301,4.6,2
13,181,2019-09-01,3536,120,3.4,2020-09-01,3299,177,5.4,2
13,289,2019-09-01,2844,135,4.7,2020-09-01,2704,180,6.7,2
17,181,2019-09-01,7547,339,4.5,2020-09-01,7456,485,6.5,2
18,023,2019-09-01,17047,383,2.2,2020-09-01,17100,715,4.2,2
18,053,2019-09-01,31186,1004,3.2,2020-09-01,30974,1623,5.2,2
18,109,2019-09-01,36397,917,2.5,2020-09-01,35965,1630,4.5,2
18,135,2019-09-01,11204,356,3.2,2020-09-01,11140,575,5.2,2
19,003,2019-09-01,2202,33,1.5,2020-09-01,1995,70,3.5,2
19,039,2019-09-01,4903,109,2.2,2020-09-01,4449,185,4.2,2
19,045,2019-09-01,23238,854,3.7,2020-09-01,21823,1252,5.7,2
19,139,2019-09-01,22325,539,2.4,2020-09-01,20951,929,4.4,2
19,155,2019-09-01,49443,1040,2.1,2020-09-01,46687,1925,4.1,2
19,171,2019-09-01,9510,222,2.3,2020-09-01,8801,376,4.3,2
20,037,2019-09-01,18482,633,3.4,2020-09-01,18956,1023,5.4,2
20,079,2019-09-01,16984,438,2.6,2020-09-01,16458,755,4.6,2
20,095,2019-09-01,3507,90,2.6,2020-09-01,3366,154,4.6,2
20,121,2019-09-01,17331,468,2.7,2020-09-01,16950,789,4.7,2
20,139,2019-09-01,7921,231,2.9,2020-09-01,7689,378,4.9,2
20,185,2019-09-01,2106,47,2.2,2020-09-01,1982,84,4.2,2
21,025,2019-09-01,3378,222,6.6,2020-09-01,3019,260,8.6,2
21,115,2019-09-01,6723,394,5.9,2020-09-01,6046,480,7.9,2
22,113,2019-09-01,24232,1240,5.1,2020-09-01,24371,1724,7.1,2
23,003,2019-09-01,29453,985,3.3,2020-09-01,29868,1571,5.3,2
24,001,2019-09-01,32578,1590,4.9,2020-09-01,29424,2040,6.9,2
26,071,2019-09-01,5101,198,3.9,2020-09-01,5346,315,5.9,2
27,001,2019-09-01,7124,241,3.4,2020-09-01,7123,388,5.4,2
27,019,2019-09-01,59237,1455,2.5,2020-09-01,57228,2601,4.5,2
27,035,2019-09-01,32600,942,2.9,2020-09-01,32261,1588,4.9,2
27,075,2019-09-01,5593,141,2.5,2020-09-01,5261,239,4.5,2
27,079,2019-09-01,16063,402,2.5,2020-09-01,15526,698,4.5,2
27,107,2019-09-01,3191,87,2.7,2020-09-01,3210,152,4.7,2
27,145,2019-09-01,91328,2295,2.5,2020-09-01,90612,4099,4.5,2
27,171,2019-09-01,76126,1834,2.4,2020-09-01,73472,3197,4.4,2
28,153,2019-09-01,7451,460,6.2,2020-09-01,7550,619,8.2,2
29,181,2019-09-01,4974,174,3.5,2020-09-01,4978,276,5.5,2
29,209,2019-09-01,13938,412,3,2020-09-01,13542,672,5,2
30,063,2019-09-01,64326,1747,2.7,2020-09-01,65290,3073,4.7,2
30,091,2019-09-01,1738,38,2.2,2020-09-01,1756,73,4.2,2
34,021,2019-09-01,202650,6325,3.1,2020-09-01,195117,9932,5.1,2
36,013,2019-09-01,54596,2267,4.2,2020-09-01,51922,3225,6.2,2
36,015,2019-09-01,35206,1381,3.9,2020-09-01,35638,2113,5.9,2
36,035,2019-09-01,22681,1004,4.4,2020-09-01,21282,1355,6.4,2
36,079,2019-09-01,51080,1839,3.6,2020-09-01,49186,2755,5.6,2
36,099,2019-09-01,16118,538,3.3,2020-09-01,15751,829,5.3,2
37,015,2019-09-01,7716,331,4.3,2020-09-01,7779,493,6.3,2
37,095,2019-09-01,1916,110,5.7,2020-09-01,1836,141,7.7,2
37,163,2019-09-01,28740,985,3.4,2020-09-01,29837,1613,5.4,2
39,037,2019-09-01,25520,898,3.5,2020-09-01,25644,1402,5.5,2
40,017,2019-09-01,74647,2093,2.8,2020-09-01,76576,3712,4.8,2
40,043,2019-09-01,2840,63,2.2,2020-09-01,3025,128,4.2,2
40,047,2019-09-01,26835,777,2.9,2020-09-01,26408,1296,4.9,2
40,121,2019-09-01,16919,750,4.4,2020-09-01,17425,1123,6.4,2
41,059,2019-09-01,37625,1276,3.4,2020-09-01,37043,1995,5.4,2
42,001,2019-09-01,55672,1694,3,2020-09-01,55095,2750,5,2
45,001,2019-09-01,9971,248,2.5,2020-09-01,10090,457,4.5,2
46,035,2019-09-01,10989,294,2.7,2020-09-01,11197,525,4.7,2
46,111,2019-09-01,1158,34,2.9,2020-09-01,1180,58,4.9,2
47,003,2019-09-01,21183,753,3.6,2020-09-01,20897,1170,5.6,2
47,005,2019-09-01,6972,290,4.2,2020-09-01,6825,421,6.2,2
47,011,2019-09-01,53123,1726,3.2,2020-09-01,52961,2745,5.2,2
47,031,2019-09-01,25767,840,3.3,2020-09-01,25370,1342,5.3,2
47,077,2019-09-01,12364,469,3.8,2020-09-01,12215,706,5.8,2
47,123,2019-09-01,20322,663,3.3,2020-09-01,20255,1066,5.3,2
48,153,2019-09-01,2562,102,4,2020-09-01,2460,148,6,2
48,261,2019-09-01,200,8,4,2020-09-01,184,11,6,2
49,011,2019-09-01,174336,3553,2,2020-09-01,181736,7315,4,2
49,041,2019-09-01,9733,218,2.2,2020-09-01,9961,414,4.2,2
49,055,2019-09-01,1494,44,2.9,2020-09-01,1438,70,4.9,2
51,019,2019-09-01,38843,1072,2.8,2020-09-01,35901,1706,4.8,2
51,037,2019-09-01,5267,167,3.2,2020-09-01,5091,263,5.2,2
51,043,2019-09-01,7663,169,2.2,2020-09-01,7266,307,4.2,2
51,047,2019-09-01,24801,594,2.4,2020-09-01,23548,1046,4.4,2
51,061,2019-09-01,37595,833,2.2,2020-09-01,35640,1494,4.2,2
51,127,2019-09-01,12564,272,2.2,2020-09-01,11957,505,4.2,2
51,157,2019-09-01,3710,85,2.3,2020-09-01,3519,151,4.3,2
51,159,2019-09-01,4066,105,2.6,2020-09-01,3909,178,4.6,2
51,167,2019-09-01,11278,432,3.8,2020-09-01,10820,624,5.8,2
55,037,2019-09-01,2198,78,3.5,2020-09-01,2229,123,5.5,2
72,025,2019-09-01,46634,3146,6.7,2020-09-01,45744,3990,8.7,2
72,139,2019-09-01,26399,1288,4.9,2020-09-01,25940,1786,6.9,2
01,039,2019-09-01,15799,446,2.8,2020-09-01,16176,755,4.7,1.9
01,061,2019-09-01,11203,264,2.4,2020-09-01,10895,469,4.3,1.9
01,071,2019-09-01,23340,648,2.8,2020-09-01,24038,1134,4.7,1.9
01,093,2019-09-01,12936,389,3,2020-09-01,13979,679,4.9,1.9
02,110,2019-09-01,17393,677,3.9,2020-09-01,15456,897,5.8,1.9
04,001,2019-09-01,20752,1927,9.3,2020-09-01,20198,2268,11.2,1.9
05,013,2019-09-01,2442,85,3.5,2020-09-01,2363,127,5.4,1.9
06,049,2019-09-01,3184,145,4.6,2020-09-01,3027,197,6.5,1.9
12,085,2019-09-01,74620,2207,3,2020-09-01,73157,3588,4.9,1.9
12,119,2019-09-01,32911,1340,4.1,2020-09-01,32419,1959,6,1.9
13,007,2019-09-01,1156,47,4.1,2020-09-01,1060,64,6,1.9
13,119,2019-09-01,9854,305,3.1,2020-09-01,9638,482,5,1.9
13,133,2019-09-01,6965,233,3.3,2020-09-01,6873,358,5.2,1.9
13,153,2019-09-01,70304,2035,2.9,2020-09-01,65659,3153,4.8,1.9
13,171,2019-09-01,8299,304,3.7,2020-09-01,7862,440,5.6,1.9
13,317,2019-09-01,3802,162,4.3,2020-09-01,3728,230,6.2,1.9
16,011,2019-09-01,24918,522,2.1,2020-09-01,25712,1016,4,1.9
16,051,2019-09-01,14103,273,1.9,2020-09-01,14806,557,3.8,1.9
16,067,2019-09-01,11901,221,1.9,2020-09-01,12394,477,3.8,1.9
17,013,2019-09-01,2333,94,4,2020-09-01,2261,134,5.9,1.9
17,065,2019-09-01,4436,147,3.3,2020-09-01,4310,222,5.2,1.9
18,015,2019-09-01,10141,246,2.4,2020-09-01,9797,425,4.3,1.9
18,031,2019-09-01,14499,342,2.4,2020-09-01,14929,639,4.3,1.9
18,037,2019-09-01,22753,436,1.9,2020-09-01,22448,847,3.8,1.9
18,051,2019-09-01,19494,409,2.1,2020-09-01,19568,781,4,1.9
18,057,2019-09-01,184544,3935,2.1,2020-09-01,181724,7332,4,1.9
18,069,2019-09-01,18253,452,2.5,2020-09-01,17934,795,4.4,1.9
18,151,2019-09-01,21065,460,2.2,2020-09-01,20547,843,4.1,1.9
18,179,2019-09-01,14344,304,2.1,2020-09-01,14009,566,4,1.9
19,127,2019-09-01,17962,548,3.1,2020-09-01,16480,818,5,1.9
19,137,2019-09-01,5017,109,2.2,2020-09-01,4617,189,4.1,1.9
20,021,2019-09-01,10137,299,2.9,2020-09-01,9908,474,4.8,1.9
20,087,2019-09-01,10019,239,2.4,2020-09-01,9742,416,4.3,1.9
20,165,2019-09-01,1651,37,2.2,2020-09-01,1607,66,4.1,1.9
21,019,2019-09-01,17888,885,4.9,2020-09-01,17034,1157,6.8,1.9
21,021,2019-09-01,12427,523,4.2,2020-09-01,10902,665,6.1,1.9
21,067,2019-09-01,176388,5181,2.9,2020-09-01,165882,7906,4.8,1.9
21,081,2019-09-01,11784,413,3.5,2020-09-01,11116,598,5.4,1.9
21,119,2019-09-01,4470,274,6.1,2020-09-01,3963,317,8,1.9
22,005,2019-09-01,63677,2753,4.3,2020-09-01,63746,3970,6.2,1.9
22,039,2019-09-01,11965,719,6,2020-09-01,11799,937,7.9,1.9
24,037,2019-09-01,57334,1680,2.9,2020-09-01,51566,2481,4.8,1.9
27,043,2019-09-01,7171,204,2.8,2020-09-01,6866,323,4.7,1.9
27,103,2019-09-01,21267,465,2.2,2020-09-01,20868,855,4.1,1.9
28,035,2019-09-01,33292,1675,5,2020-09-01,34817,2419,6.9,1.9
28,047,2019-09-01,86343,4479,5.2,2020-09-01,89449,6357,7.1,1.9
29,123,2019-09-01,5434,142,2.6,2020-09-01,5551,249,4.5,1.9
30,009,2019-09-01,5485,145,2.6,2020-09-01,5448,246,4.5,1.9
30,095,2019-09-01,5301,137,2.6,2020-09-01,5297,237,4.5,1.9
34,019,2019-09-01,64508,1691,2.6,2020-09-01,60852,2744,4.5,1.9
36,065,2019-09-01,100627,3949,3.9,2020-09-01,98465,5755,5.8,1.9
37,031,2019-09-01,32289,1097,3.4,2020-09-01,31537,1662,5.3,1.9
38,007,2019-09-01,500,9,1.8,2020-09-01,352,13,3.7,1.9
38,013,2019-09-01,1039,20,1.9,2020-09-01,997,38,3.8,1.9
39,005,2019-09-01,26733,1003,3.8,2020-09-01,26369,1497,5.7,1.9
39,125,2019-09-01,8560,320,3.7,2020-09-01,8564,483,5.6,1.9
39,159,2019-09-01,29017,955,3.3,2020-09-01,28104,1470,5.2,1.9
40,073,2019-09-01,9016,173,1.9,2020-09-01,9121,344,3.8,1.9
40,087,2019-09-01,19723,528,2.7,2020-09-01,20296,937,4.6,1.9
40,117,2019-09-01,7356,258,3.5,2020-09-01,7400,398,5.4,1.9
40,131,2019-09-01,45268,1328,2.9,2020-09-01,45268,2183,4.8,1.9
40,145,2019-09-01,38096,1150,3,2020-09-01,38116,1855,4.9,1.9
41,063,2019-09-01,3517,114,3.2,2020-09-01,3459,176,5.1,1.9
42,099,2019-09-01,24592,822,3.3,2020-09-01,24207,1252,5.2,1.9
47,057,2019-09-01,9600,328,3.4,2020-09-01,9543,509,5.3,1.9
47,093,2019-09-01,246586,6638,2.7,2020-09-01,245255,11186,4.6,1.9
48,031,2019-09-01,6472,151,2.3,2020-09-01,6471,274,4.2,1.9
48,195,2019-09-01,2770,61,2.2,2020-09-01,2548,104,4.1,1.9
48,197,2019-09-01,1759,51,2.9,2020-09-01,1692,82,4.8,1.9
48,341,2019-09-01,10969,256,2.3,2020-09-01,10506,444,4.2,1.9
50,019,2019-09-01,12997,461,3.5,2020-09-01,12189,661,5.4,1.9
51,075,2019-09-01,11278,290,2.6,2020-09-01,10716,478,4.5,1.9
51,099,2019-09-01,13619,333,2.4,2020-09-01,12841,547,4.3,1.9
55,007,2019-09-01,7637,276,3.6,2020-09-01,7313,404,5.5,1.9
55,059,2019-09-01,89796,3207,3.6,2020-09-01,89960,4980,5.5,1.9
55,101,2019-09-01,98011,3588,3.7,2020-09-01,102119,5751,5.6,1.9
55,121,2019-09-01,15801,429,2.7,2020-09-01,15749,727,4.6,1.9
56,013,2019-09-01,18781,728,3.9,2020-09-01,19355,1115,5.8,1.9
72,061,2019-09-01,36629,1545,4.2,2020-09-01,36281,2228,6.1,1.9
01,049,2019-09-01,31301,724,2.3,2020-09-01,32707,1329,4.1,1.8
01,057,2019-09-01,6619,184,2.8,2020-09-01,6844,313,4.6,1.8
01,095,2019-09-01,44210,918,2.1,2020-09-01,46532,1827,3.9,1.8
04,017,2019-09-01,41906,2811,6.7,2020-09-01,41198,3509,8.5,1.8
04,021,2019-09-01,189693,8938,4.7,2020-09-01,189183,12215,6.5,1.8
05,067,2019-09-01,5812,350,6,2020-09-01,5488,430,7.8,1.8
05,103,2019-09-01,9813,447,4.6,2020-09-01,9497,605,6.4,1.8
05,127,2019-09-01,4376,143,3.3,2020-09-01,4251,215,5.1,1.8
08,039,2019-09-01,15593,285,1.8,2020-09-01,15173,552,3.6,1.8
08,099,2019-09-01,6555,147,2.2,2020-09-01,6268,251,4,1.8
12,079,2019-09-01,7620,281,3.7,2020-09-01,7470,411,5.5,1.8
12,131,2019-09-01,31888,802,2.5,2020-09-01,30588,1330,4.3,1.8
13,057,2019-09-01,136552,3276,2.4,2020-09-01,129173,5378,4.2,1.8
13,075,2019-09-01,8005,232,2.9,2020-09-01,7911,373,4.7,1.8
13,175,2019-09-01,18859,819,4.3,2020-09-01,18337,1120,6.1,1.8
13,207,2019-09-01,12983,370,2.8,2020-09-01,12284,563,4.6,1.8
13,233,2019-09-01,18492,568,3.1,2020-09-01,17685,871,4.9,1.8
13,299,2019-09-01,15487,513,3.3,2020-09-01,14765,757,5.1,1.8
16,031,2019-09-01,12596,253,2,2020-09-01,13092,501,3.8,1.8
16,047,2019-09-01,8273,168,2,2020-09-01,8641,330,3.8,1.8
17,045,2019-09-01,8826,340,3.9,2020-09-01,8551,489,5.7,1.8
17,053,2019-09-01,6538,237,3.6,2020-09-01,6525,355,5.4,1.8
17,075,2019-09-01,14376,522,3.6,2020-09-01,14344,776,5.4,1.8
17,175,2019-09-01,2533,119,4.7,2020-09-01,2354,153,6.5,1.8
17,189,2019-09-01,10313,231,2.2,2020-09-01,9048,361,4,1.8
18,055,2019-09-01,13670,444,3.2,2020-09-01,13551,679,5,1.8
18,105,2019-09-01,71317,1837,2.6,2020-09-01,71885,3156,4.4,1.8
18,119,2019-09-01,9489,297,3.1,2020-09-01,9578,471,4.9,1.8
18,181,2019-09-01,13464,303,2.3,2020-09-01,13359,543,4.1,1.8
18,183,2019-09-01,17737,428,2.4,2020-09-01,17259,722,4.2,1.8
19,033,2019-09-01,23981,574,2.4,2020-09-01,21964,924,4.2,1.8
19,043,2019-09-01,10292,228,2.2,2020-09-01,9083,363,4,1.8
19,121,2019-09-01,8701,232,2.7,2020-09-01,7917,356,4.5,1.8
19,147,2019-09-01,4866,85,1.7,2020-09-01,4344,151,3.5,1.8
19,187,2019-09-01,19889,484,2.4,2020-09-01,18306,774,4.2,1.8
19,193,2019-09-01,56833,1282,2.3,2020-09-01,54053,2208,4.1,1.8
20,027,2019-09-01,3927,95,2.4,2020-09-01,3787,159,4.2,1.8
20,085,2019-09-01,7111,169,2.4,2020-09-01,6926,292,4.2,1.8
21,049,2019-09-01,17283,617,3.6,2020-09-01,16293,883,5.4,1.8
21,107,2019-09-01,18511,725,3.9,2020-09-01,15682,899,5.7,1.8
21,139,2019-09-01,3640,159,4.4,2020-09-01,3211,199,6.2,1.8
22,075,2019-09-01,10125,457,4.5,2020-09-01,9659,605,6.3,1.8
26,061,2019-09-01,16493,626,3.8,2020-09-01,17060,952,5.6,1.8
26,083,2019-09-01,890,39,4.4,2020-09-01,924,57,6.2,1.8
27,009,2019-09-01,22089,612,2.8,2020-09-01,21903,1015,4.6,1.8
27,047,2019-09-01,16174,402,2.5,2020-09-01,16252,705,4.3,1.8
28,081,2019-09-01,41420,1849,4.5,2020-09-01,42376,2680,6.3,1.8
28,113,2019-09-01,14508,932,6.4,2020-09-01,15009,1228,8.2,1.8
28,149,2019-09-01,20317,1174,5.8,2020-09-01,20464,1557,7.6,1.8
29,099,2019-09-01,118438,2839,2.4,2020-09-01,113052,4797,4.2,1.8
29,159,2019-09-01,20862,539,2.6,2020-09-01,20965,918,4.4,1.8
30,007,2019-09-01,2577,86,3.3,2020-09-01,2543,130,5.1,1.8
30,013,2019-09-01,37879,1158,3.1,2020-09-01,37655,1847,4.9,1.8
30,029,2019-09-01,47813,1764,3.7,2020-09-01,48493,2668,5.5,1.8
32,021,2019-09-01,2037,73,3.6,2020-09-01,2013,109,5.4,1.8
34,011,2019-09-01,65097,3228,5,2020-09-01,63406,4285,6.8,1.8
37,073,2019-09-01,5345,195,3.6,2020-09-01,5175,277,5.4,1.8
38,005,2019-09-01,2306,72,3.1,2020-09-01,2229,110,4.9,1.8
38,075,2019-09-01,1216,23,1.9,2020-09-01,1159,43,3.7,1.8
39,083,2019-09-01,31499,1155,3.7,2020-09-01,31170,1716,5.5,1.8
40,029,2019-09-01,2345,91,3.9,2020-09-01,2469,140,5.7,1.8
40,045,2019-09-01,2112,55,2.6,2020-09-01,2141,95,4.4,1.8
40,133,2019-09-01,9505,430,4.5,2020-09-01,9736,616,6.3,1.8
42,015,2019-09-01,29031,1159,4,2020-09-01,28141,1642,5.8,1.8
42,035,2019-09-01,18307,860,4.7,2020-09-01,17756,1160,6.5,1.8
42,037,2019-09-01,33766,1392,4.1,2020-09-01,33699,2005,5.9,1.8
45,013,2019-09-01,77235,1387,1.8,2020-09-01,78179,2849,3.6,1.8
45,033,2019-09-01,12884,393,3.1,2020-09-01,13278,657,4.9,1.8
45,055,2019-09-01,29216,655,2.2,2020-09-01,29247,1161,4,1.8
47,009,2019-09-01,64179,1852,2.9,2020-09-01,63751,2972,4.7,1.8
47,089,2019-09-01,24778,835,3.4,2020-09-01,24502,1286,5.2,1.8
47,167,2019-09-01,28413,1068,3.8,2020-09-01,27508,1552,5.6,1.8
48,023,2019-09-01,1780,40,2.2,2020-09-01,1770,71,4,1.8
48,263,2019-09-01,488,11,2.3,2020-09-01,462,19,4.1,1.8
48,279,2019-09-01,5340,198,3.7,2020-09-01,5147,284,5.5,1.8
48,333,2019-09-01,1915,55,2.9,2020-09-01,1834,87,4.7,1.8
48,411,2019-09-01,2538,74,2.9,2020-09-01,2458,116,4.7,1.8
49,001,2019-09-01,2813,66,2.3,2020-09-01,2796,114,4.1,1.8
49,049,2019-09-01,310720,6181,2,2020-09-01,318448,12208,3.8,1.8
50,011,2019-09-01,27116,585,2.2,2020-09-01,25230,1021,4,1.8
51,045,2019-09-01,2309,66,2.9,2020-09-01,2191,103,4.7,1.8
51,115,2019-09-01,4165,108,2.6,2020-09-01,3966,174,4.4,1.8
51,145,2019-09-01,14241,341,2.4,2020-09-01,13527,572,4.2,1.8
51,163,2019-09-01,10854,278,2.6,2020-09-01,10690,475,4.4,1.8
51,165,2019-09-01,42625,899,2.1,2020-09-01,39934,1549,3.9,1.8
51,191,2019-09-01,26781,806,3,2020-09-01,25218,1223,4.8,1.8
53,071,2019-09-01,30473,1213,4,2020-09-01,30466,1758,5.8,1.8
54,031,2019-09-01,5860,245,4.2,2020-09-01,5906,353,6,1.8
55,011,2019-09-01,6426,194,3,2020-09-01,6257,303,4.8,1.8
55,049,2019-09-01,13588,292,2.1,2020-09-01,13644,536,3.9,1.8
55,095,2019-09-01,24235,660,2.7,2020-09-01,24369,1089,4.5,1.8
55,105,2019-09-01,85040,2878,3.4,2020-09-01,85814,4484,5.2,1.8
55,125,2019-09-01,10250,294,2.9,2020-09-01,9649,456,4.7,1.8
55,141,2019-09-01,35014,1030,2.9,2020-09-01,35237,1660,4.7,1.8
01,009,2019-09-01,25351,588,2.3,2020-09-01,24525,988,4,1.7
02,122,2019-09-01,26293,1543,5.9,2020-09-01,24676,1867,7.6,1.7
12,007,2019-09-01,11367,333,2.9,2020-09-01,10905,502,4.6,1.7
12,065,2019-09-01,5724,172,3,2020-09-01,5378,252,4.7,1.7
12,089,2019-09-01,41832,1121,2.7,2020-09-01,40322,1768,4.4,1.7
12,109,2019-09-01,134391,3231,2.4,2020-09-01,129508,5268,4.1,1.7
13,043,2019-09-01,5635,146,2.6,2020-09-01,5499,237,4.3,1.7
13,115,2019-09-01,44060,1451,3.3,2020-09-01,42970,2130,5,1.7
13,147,2019-09-01,10980,333,3,2020-09-01,10573,498,4.7,1.7
13,259,2019-09-01,2404,90,3.7,2020-09-01,2506,135,5.4,1.7
16,043,2019-09-01,7421,131,1.8,2020-09-01,7951,276,3.5,1.7
