state.fips,county.fips,county,state.abbr,report.month.19,civilian.labor.force.19,unemployed.19,rate.unemployed.19,report.month.20,civilian.labor.force.20,unemployed.20,rate.unemployed.20,unemp.rate.diff
37,005,Alleghany County,NC,2019-03-01,4304,219,5.1,2020-03-01,4269,255,6,0.9
37,015,Bertie County,NC,2019-03-01,7971,380,4.8,2020-03-01,7657,438,5.7,0.9
37,187,Washington County,NC,2019-03-01,4459,282,6.3,2020-03-01,4334,312,7.2,0.9
39,005,Ashland County,OH,2019-03-01,27095,1213,4.5,2020-03-01,27046,1447,5.4,0.9
39,025,Clermont County,OH,2019-03-01,106262,4006,3.8,2020-03-01,105755,4952,4.7,0.9
39,039,Defiance County,OH,2019-03-01,18024,751,4.2,2020-03-01,17815,917,5.1,0.9
39,061,Hamilton County,OH,2019-03-01,412861,14970,3.6,2020-03-01,410865,18616,4.5,0.9
39,063,Hancock County,OH,2019-03-01,41918,1277,3,2020-03-01,41641,1640,3.9,0.9
39,073,Hocking County,OH,2019-03-01,13018,693,5.3,2020-03-01,13189,819,6.2,0.9
39,087,Lawrence County,OH,2019-03-01,23743,1195,5,2020-03-01,23710,1391,5.9,0.9
39,113,Montgomery County,OH,2019-03-01,250638,10231,4.1,2020-03-01,251873,12688,5,0.9
39,137,Putnam County,OH,2019-03-01,18875,603,3.2,2020-03-01,18684,768,4.1,0.9
39,165,Warren County,OH,2019-03-01,118435,4065,3.4,2020-03-01,117781,5018,4.3,0.9
39,173,Wood County,OH,2019-03-01,70847,2594,3.7,2020-03-01,70179,3194,4.6,0.9
41,055,Sherman County,OR,2019-03-01,898,38,4.2,2020-03-01,955,49,5.1,0.9
44,001,Bristol County,RI,2019-03-01,25737,850,3.3,2020-03-01,26246,1090,4.2,0.9
44,009,Washington County,RI,2019-03-01,68074,2460,3.6,2020-03-01,69432,3108,4.5,0.9
45,061,Lee County,SC,2019-03-01,6529,270,4.1,2020-03-01,6715,336,5,0.9
47,033,Crockett County,TN,2019-03-01,7016,263,3.7,2020-03-01,7000,321,4.6,0.9
47,071,Hardin County,TN,2019-03-01,10371,451,4.3,2020-03-01,10620,549,5.2,0.9
48,019,Bandera County,TX,2019-03-01,10056,349,3.5,2020-03-01,10060,442,4.4,0.9
48,041,Brazos County,TX,2019-03-01,121039,3123,2.6,2020-03-01,121473,4262,3.5,0.9
48,055,Caldwell County,TX,2019-03-01,19543,657,3.4,2020-03-01,19734,847,4.3,0.9
48,085,Collin County,TX,2019-03-01,557221,17660,3.2,2020-03-01,565525,23042,4.1,0.9
48,111,Dallam County,TX,2019-03-01,3983,74,1.9,2020-03-01,3873,107,2.8,0.9
48,113,Dallas County,TX,2019-03-01,1348687,47142,3.5,2020-03-01,1368555,60590,4.4,0.9
48,123,DeWitt County,TX,2019-03-01,9807,257,2.6,2020-03-01,9861,348,3.5,0.9
48,125,Dickens County,TX,2019-03-01,671,30,4.5,2020-03-01,671,36,5.4,0.9
48,149,Fayette County,TX,2019-03-01,12579,349,2.8,2020-03-01,12029,443,3.7,0.9
48,155,Foard County,TX,2019-03-01,584,16,2.7,2020-03-01,585,21,3.6,0.9
48,187,Guadalupe County,TX,2019-03-01,80923,2429,3,2020-03-01,81223,3139,3.9,0.9
48,207,Haskell County,TX,2019-03-01,2296,79,3.4,2020-03-01,2281,99,4.3,0.9
48,209,Hays County,TX,2019-03-01,118951,3243,2.7,2020-03-01,120130,4338,3.6,0.9
48,259,Kendall County,TX,2019-03-01,22082,615,2.8,2020-03-01,22083,821,3.7,0.9
48,279,Lamb County,TX,2019-03-01,5378,220,4.1,2020-03-01,5382,269,5,0.9
48,285,Lavaca County,TX,2019-03-01,8623,267,3.1,2020-03-01,8345,333,4,0.9
48,363,Palo Pinto County,TX,2019-03-01,13622,449,3.3,2020-03-01,13425,570,4.2,0.9
48,397,Rockwall County,TX,2019-03-01,51489,1607,3.1,2020-03-01,52190,2074,4,0.9
48,433,Stonewall County,TX,2019-03-01,576,18,3.1,2020-03-01,570,23,4,0.9
48,447,Throckmorton County,TX,2019-03-01,665,24,3.6,2020-03-01,641,29,4.5,0.9
48,463,Uvalde County,TX,2019-03-01,11514,439,3.8,2020-03-01,11438,534,4.7,0.9
48,491,Williamson County,TX,2019-03-01,311456,8803,2.8,2020-03-01,314807,11657,3.7,0.9
49,025,Kane County,UT,2019-03-01,3647,142,3.9,2020-03-01,3691,178,4.8,0.9
49,039,Sanpete County,UT,2019-03-01,12733,468,3.7,2020-03-01,12580,581,4.6,0.9
49,053,Washington County,UT,2019-03-01,75225,2448,3.3,2020-03-01,77862,3269,4.2,0.9
50,005,Caledonia County,VT,2019-03-01,14430,520,3.6,2020-03-01,14273,637,4.5,0.9
50,013,Grand Isle County,VT,2019-03-01,4061,155,3.8,2020-03-01,4031,190,4.7,0.9
51,037,Charlotte County,VA,2019-03-01,5190,194,3.7,2020-03-01,5277,241,4.6,0.9
51,083,Halifax County,VA,2019-03-01,15742,626,4,2020-03-01,15727,763,4.9,0.9
51,147,Prince Edward County,VA,2019-03-01,10396,384,3.7,2020-03-01,10432,482,4.6,0.9
51,167,Russell County,VA,2019-03-01,11203,538,4.8,2020-03-01,11425,655,5.7,0.9
54,081,Raleigh County,WV,2019-03-01,29899,1518,5.1,2020-03-01,30836,1858,6,0.9
54,083,Randolph County,WV,2019-03-01,12124,771,6.4,2020-03-01,12545,912,7.3,0.9
54,091,Taylor County,WV,2019-03-01,7758,402,5.2,2020-03-01,8093,492,6.1,0.9
54,099,Wayne County,WV,2019-03-01,15643,926,5.9,2020-03-01,16282,1107,6.8,0.9
54,107,Wood County,WV,2019-03-01,36015,1988,5.5,2020-03-01,37819,2410,6.4,0.9
56,023,Lincoln County,WY,2019-03-01,8761,319,3.6,2020-03-01,8865,399,4.5,0.9
56,041,Uinta County,WY,2019-03-01,9099,366,4,2020-03-01,8894,435,4.9,0.9
01,063,Greene County,AL,2019-03-01,2854,155,5.4,2020-03-01,2844,175,6.2,0.8
05,001,Arkansas County,AR,2019-03-01,9347,302,3.2,2020-03-01,9450,375,4,0.8
05,007,Benton County,AR,2019-03-01,136211,3537,2.6,2020-03-01,140454,4787,3.4,0.8
05,015,Carroll County,AR,2019-03-01,12410,419,3.4,2020-03-01,12824,543,4.2,0.8
05,037,Cross County,AR,2019-03-01,7289,314,4.3,2020-03-01,7510,382,5.1,0.8
05,103,Ouachita County,AR,2019-03-01,9833,541,5.5,2020-03-01,9942,626,6.3,0.8
05,105,Perry County,AR,2019-03-01,4276,186,4.3,2020-03-01,4276,216,5.1,0.8
05,115,Pope County,AR,2019-03-01,28937,1163,4,2020-03-01,29284,1410,4.8,0.8
05,143,Washington County,AR,2019-03-01,124010,2929,2.4,2020-03-01,127880,4045,3.2,0.8
06,005,Amador County,CA,2019-03-01,14742,680,4.6,2020-03-01,14853,803,5.4,0.8
06,009,Calaveras County,CA,2019-03-01,21090,970,4.6,2020-03-01,21531,1155,5.4,0.8
06,023,Humboldt County,CA,2019-03-01,62962,2582,4.1,2020-03-01,61945,3011,4.9,0.8
06,057,Nevada County,CA,2019-03-01,49116,1890,3.8,2020-03-01,48123,2232,4.6,0.8
06,071,San Bernardino County,CA,2019-03-01,968591,39376,4.1,2020-03-01,963630,47247,4.9,0.8
06,091,Sierra County,CA,2019-03-01,1285,99,7.7,2020-03-01,1314,112,8.5,0.8
06,103,Tehama County,CA,2019-03-01,25458,1723,6.8,2020-03-01,25721,1958,7.6,0.8
06,111,Ventura County,CA,2019-03-01,425351,16228,3.8,2020-03-01,422948,19540,4.6,0.8
08,061,Kiowa County,CO,2019-03-01,850,15,1.8,2020-03-01,844,22,2.6,0.8
12,001,Alachua County,FL,2019-03-01,139002,4153,3,2020-03-01,141424,5407,3.8,0.8
12,013,Calhoun County,FL,2019-03-01,4809,209,4.3,2020-03-01,4813,245,5.1,0.8
12,131,Walton County,FL,2019-03-01,31226,937,3,2020-03-01,31592,1216,3.8,0.8
13,015,Bartow County,GA,2019-03-01,50315,1713,3.4,2020-03-01,51184,2145,4.2,0.8
13,029,Bryan County,GA,2019-03-01,18407,580,3.2,2020-03-01,18307,738,4,0.8
13,059,Clarke County,GA,2019-03-01,59254,2257,3.8,2020-03-01,59400,2761,4.6,0.8
13,089,DeKalb County,GA,2019-03-01,397574,14479,3.6,2020-03-01,404226,17821,4.4,0.8
13,093,Dooly County,GA,2019-03-01,5100,192,3.8,2020-03-01,5104,235,4.6,0.8
13,097,Douglas County,GA,2019-03-01,72889,2728,3.7,2020-03-01,74126,3368,4.5,0.8
13,103,Effingham County,GA,2019-03-01,31118,948,3,2020-03-01,30913,1167,3.8,0.8
13,121,Fulton County,GA,2019-03-01,554496,20421,3.7,2020-03-01,563900,25210,4.5,0.8
13,137,Habersham County,GA,2019-03-01,19323,728,3.8,2020-03-01,19149,872,4.6,0.8
13,185,Lowndes County,GA,2019-03-01,51369,1887,3.7,2020-03-01,51242,2309,4.5,0.8
13,191,McIntosh County,GA,2019-03-01,6137,226,3.7,2020-03-01,6134,273,4.5,0.8
13,195,Madison County,GA,2019-03-01,13299,431,3.2,2020-03-01,13312,532,4,0.8
13,199,Meriwether County,GA,2019-03-01,8874,409,4.6,2020-03-01,9021,488,5.4,0.8
13,215,Muscogee County,GA,2019-03-01,78077,3585,4.6,2020-03-01,77284,4189,5.4,0.8
13,217,Newton County,GA,2019-03-01,52000,2115,4.1,2020-03-01,52896,2566,4.9,0.8
13,243,Randolph County,GA,2019-03-01,2579,123,4.8,2020-03-01,2587,146,5.6,0.8
13,247,Rockdale County,GA,2019-03-01,44550,1776,4,2020-03-01,45314,2173,4.8,0.8
13,285,Troup County,GA,2019-03-01,37233,1204,3.2,2020-03-01,37642,1490,4,0.8
13,303,Washington County,GA,2019-03-01,7042,317,4.5,2020-03-01,7010,372,5.3,0.8
19,007,Appanoose County,IA,2019-03-01,5966,225,3.8,2020-03-01,5947,272,4.6,0.8
19,021,Buena Vista County,IA,2019-03-01,11875,249,2.1,2020-03-01,11981,350,2.9,0.8
19,035,Cherokee County,IA,2019-03-01,6145,178,2.9,2020-03-01,6150,225,3.7,0.8
19,059,Dickinson County,IA,2019-03-01,9323,384,4.1,2020-03-01,9646,470,4.9,0.8
19,061,Dubuque County,IA,2019-03-01,56576,1845,3.3,2020-03-01,55855,2284,4.1,0.8
19,063,Emmet County,IA,2019-03-01,5235,157,3,2020-03-01,5228,198,3.8,0.8
19,065,Fayette County,IA,2019-03-01,10899,517,4.7,2020-03-01,10869,601,5.5,0.8
19,081,Hancock County,IA,2019-03-01,5882,158,2.7,2020-03-01,5888,209,3.5,0.8
19,091,Humboldt County,IA,2019-03-01,5122,174,3.4,2020-03-01,5093,212,4.2,0.8
19,107,Keokuk County,IA,2019-03-01,5279,216,4.1,2020-03-01,5271,257,4.9,0.8
19,111,Lee County,IA,2019-03-01,16132,680,4.2,2020-03-01,16059,799,5,0.8
19,117,Lucas County,IA,2019-03-01,4684,112,2.4,2020-03-01,4663,151,3.2,0.8
19,163,Scott County,IA,2019-03-01,89887,3248,3.6,2020-03-01,88626,3862,4.4,0.8
19,171,Tama County,IA,2019-03-01,9627,435,4.5,2020-03-01,9532,502,5.3,0.8
21,009,Barren County,KY,2019-03-01,19005,963,5.1,2020-03-01,18742,1114,5.9,0.8
21,017,Bourbon County,KY,2019-03-01,9310,419,4.5,2020-03-01,9429,498,5.3,0.8
21,081,Grant County,KY,2019-03-01,11816,571,4.8,2020-03-01,11578,653,5.6,0.8
21,117,Kenton County,KY,2019-03-01,88337,3411,3.9,2020-03-01,86384,4080,4.7,0.8
21,121,Knox County,KY,2019-03-01,10032,638,6.4,2020-03-01,9771,703,7.2,0.8
21,145,McCracken County,KY,2019-03-01,29388,1605,5.5,2020-03-01,28980,1824,6.3,0.8
21,199,Pulaski County,KY,2019-03-01,26755,1491,5.6,2020-03-01,26187,1686,6.4,0.8
21,209,Scott County,KY,2019-03-01,28962,1101,3.8,2020-03-01,28559,1318,4.6,0.8
21,217,Taylor County,KY,2019-03-01,12755,562,4.4,2020-03-01,12548,651,5.2,0.8
29,025,Caldwell County,MO,2019-03-01,4367,169,3.9,2020-03-01,4408,209,4.7,0.8
29,075,Gentry County,MO,2019-03-01,3526,91,2.6,2020-03-01,3515,121,3.4,0.8
29,077,Greene County,MO,2019-03-01,150958,4393,2.9,2020-03-01,153923,5771,3.7,0.8
29,095,Jackson County,MO,2019-03-01,360065,15008,4.2,2020-03-01,365328,18318,5,0.8
29,097,Jasper County,MO,2019-03-01,57249,1857,3.2,2020-03-01,57762,2283,4,0.8
29,101,Johnson County,MO,2019-03-01,22996,973,4.2,2020-03-01,23521,1180,5,0.8
29,135,Moniteau County,MO,2019-03-01,7363,260,3.5,2020-03-01,7345,313,4.3,0.8
29,141,Morgan County,MO,2019-03-01,8010,435,5.4,2020-03-01,8184,510,6.2,0.8
29,145,Newton County,MO,2019-03-01,27404,962,3.5,2020-03-01,27645,1194,4.3,0.8
29,147,Nodaway County,MO,2019-03-01,10795,336,3.1,2020-03-01,11130,436,3.9,0.8
29,161,Phelps County,MO,2019-03-01,19959,710,3.6,2020-03-01,20080,890,4.4,0.8
29,219,Warren County,MO,2019-03-01,17881,634,3.5,2020-03-01,18083,786,4.3,0.8
30,039,Granite County,MT,2019-03-01,1738,109,6.3,2020-03-01,1734,123,7.1,0.8
31,031,Cherry County,NE,2019-03-01,3314,85,2.6,2020-03-01,3488,117,3.4,0.8
31,037,Colfax County,NE,2019-03-01,5600,157,2.8,2020-03-01,5667,205,3.6,0.8
31,039,Cuming County,NE,2019-03-01,4711,137,2.9,2020-03-01,4811,180,3.7,0.8
31,057,Dundy County,NE,2019-03-01,1166,29,2.5,2020-03-01,1235,41,3.3,0.8
31,067,Gage County,NE,2019-03-01,10958,431,3.9,2020-03-01,11256,532,4.7,0.8
31,109,Lancaster County,NE,2019-03-01,176445,5338,3,2020-03-01,182326,6889,3.8,0.8
31,131,Otoe County,NE,2019-03-01,8352,283,3.4,2020-03-01,8662,364,4.2,0.8
31,177,Washington County,NE,2019-03-01,11201,391,3.5,2020-03-01,11553,500,4.3,0.8
36,013,Chautauqua County,NY,2019-03-01,54120,2854,5.3,2020-03-01,54327,3297,6.1,0.8
36,019,Clinton County,NY,2019-03-01,36108,1686,4.7,2020-03-01,36050,1966,5.5,0.8
36,097,Schuyler County,NY,2019-03-01,7934,472,5.9,2020-03-01,7906,530,6.7,0.8
36,099,Seneca County,NY,2019-03-01,15767,678,4.3,2020-03-01,15882,804,5.1,0.8
37,007,Anson County,NC,2019-03-01,10865,450,4.1,2020-03-01,10814,533,4.9,0.8
37,055,Dare County,NC,2019-03-01,18172,1206,6.6,2020-03-01,17856,1325,7.4,0.8
37,083,Halifax County,NC,2019-03-01,20712,1156,5.6,2020-03-01,20249,1293,6.4,0.8
37,131,Northampton County,NC,2019-03-01,7877,408,5.2,2020-03-01,7703,463,6,0.8
37,165,Scotland County,NC,2019-03-01,11674,766,6.6,2020-03-01,11492,856,7.4,0.8
39,045,Fairfield County,OH,2019-03-01,77312,2949,3.8,2020-03-01,78318,3627,4.6,0.8
39,057,Greene County,OH,2019-03-01,82759,3024,3.7,2020-03-01,83030,3697,4.5,0.8
39,075,Holmes County,OH,2019-03-01,20752,613,3,2020-03-01,20629,790,3.8,0.8
39,099,Mahoning County,OH,2019-03-01,103455,6454,6.2,2020-03-01,101198,7117,7,0.8
39,169,Wayne County,OH,2019-03-01,62047,2019,3.3,2020-03-01,62555,2541,4.1,0.8
40,077,Latimer County,OK,2019-03-01,3142,174,5.5,2020-03-01,3098,194,6.3,0.8
46,111,Sanborn County,SD,2019-03-01,1173,35,3,2020-03-01,1195,46,3.8,0.8
47,035,Cumberland County,TN,2019-03-01,23400,1097,4.7,2020-03-01,23653,1293,5.5,0.8
48,009,Archer County,TX,2019-03-01,4154,125,3,2020-03-01,4096,156,3.8,0.8
48,037,Bowie County,TX,2019-03-01,39902,1816,4.6,2020-03-01,39796,2134,5.4,0.8
48,053,Burnet County,TX,2019-03-01,23590,652,2.8,2020-03-01,23596,856,3.6,0.8
48,065,Carson County,TX,2019-03-01,3024,86,2.8,2020-03-01,3028,109,3.6,0.8
48,069,Castro County,TX,2019-03-01,3543,103,2.9,2020-03-01,3445,126,3.7,0.8
48,117,Deaf Smith County,TX,2019-03-01,8473,235,2.8,2020-03-01,8509,308,3.6,0.8
48,121,Denton County,TX,2019-03-01,488960,15030,3.1,2020-03-01,496302,19588,3.9,0.8
48,151,Fisher County,TX,2019-03-01,1649,48,2.9,2020-03-01,1615,59,3.7,0.8
48,247,Jim Hogg County,TX,2019-03-01,1911,97,5.1,2020-03-01,1840,109,5.9,0.8
48,277,Lamar County,TX,2019-03-01,24023,821,3.4,2020-03-01,24288,1012,4.2,0.8
48,359,Oldham County,TX,2019-03-01,918,26,2.8,2020-03-01,920,33,3.6,0.8
48,379,Rains County,TX,2019-03-01,6077,190,3.1,2020-03-01,6128,241,3.9,0.8
48,381,Randall County,TX,2019-03-01,71794,1812,2.5,2020-03-01,72178,2353,3.3,0.8
48,437,Swisher County,TX,2019-03-01,2673,104,3.9,2020-03-01,2598,123,4.7,0.8
48,453,Travis County,TX,2019-03-01,735922,19096,2.6,2020-03-01,742414,25454,3.4,0.8
48,461,Upton County,TX,2019-03-01,1639,53,3.2,2020-03-01,1703,68,4,0.8
49,043,Summit County,UT,2019-03-01,26512,646,2.4,2020-03-01,26764,862,3.2,0.8
49,051,Wasatch County,UT,2019-03-01,15772,484,3.1,2020-03-01,16483,650,3.9,0.8
49,057,Weber County,UT,2019-03-01,125833,4295,3.4,2020-03-01,128342,5437,4.2,0.8
50,001,Addison County,VT,2019-03-01,20397,556,2.7,2020-03-01,20241,713,3.5,0.8
50,015,Lamoille County,VT,2019-03-01,14054,557,4,2020-03-01,13927,671,4.8,0.8
51,001,Accomack County,VA,2019-03-01,16224,642,4,2020-03-01,16188,779,4.8,0.8
51,103,Lancaster County,VA,2019-03-01,5357,332,6.2,2020-03-01,5550,390,7,0.8
51,141,Patrick County,VA,2019-03-01,7438,286,3.8,2020-03-01,7120,324,4.6,0.8
51,143,Pittsylvania County,VA,2019-03-01,30134,1051,3.5,2020-03-01,30026,1302,4.3,0.8
51,173,Smyth County,VA,2019-03-01,13624,535,3.9,2020-03-01,13847,655,4.7,0.8
51,690,Martinsville city,VA,2019-03-01,5518,231,4.2,2020-03-01,5543,277,5,0.8
51,730,Petersburg city,VA,2019-03-01,13099,761,5.8,2020-03-01,13364,880,6.6,0.8
54,017,Doddridge County,WV,2019-03-01,3913,182,4.7,2020-03-01,4070,222,5.5,0.8
54,035,Jackson County,WV,2019-03-01,12675,729,5.8,2020-03-01,13597,901,6.6,0.8
54,055,Mercer County,WV,2019-03-01,20810,1223,5.9,2020-03-01,21567,1444,6.7,0.8
54,075,Pocahontas County,WV,2019-03-01,4090,225,5.5,2020-03-01,4184,265,6.3,0.8
56,031,Platte County,WY,2019-03-01,4752,164,3.5,2020-03-01,4531,196,4.3,0.8
01,023,Choctaw County,AL,2019-03-01,4905,237,4.8,2020-03-01,4491,248,5.5,0.7
01,025,Clarke County,AL,2019-03-01,7640,457,6,2020-03-01,7363,493,6.7,0.7
04,009,Graham County,AZ,2019-03-01,15563,780,5,2020-03-01,15867,909,5.7,0.7
04,019,Pima County,AZ,2019-03-01,497331,22254,4.5,2020-03-01,501837,26029,5.2,0.7
04,021,Pinal County,AZ,2019-03-01,186693,9295,5,2020-03-01,191639,10902,5.7,0.7
05,011,Bradley County,AR,2019-03-01,4460,200,4.5,2020-03-01,4558,237,5.2,0.7
05,039,Dallas County,AR,2019-03-01,2841,138,4.9,2020-03-01,2871,161,5.6,0.7
06,001,Alameda County,CA,2019-03-01,846106,26597,3.1,2020-03-01,833490,31944,3.8,0.7
06,055,Napa County,CA,2019-03-01,73303,2415,3.3,2020-03-01,73175,2920,4,0.7
06,067,Sacramento County,CA,2019-03-01,713215,28825,4,2020-03-01,709768,33638,4.7,0.7
06,079,San Luis Obispo County,CA,2019-03-01,141534,4430,3.1,2020-03-01,141399,5370,3.8,0.7
06,093,Siskiyou County,CA,2019-03-01,16927,1568,9.3,2020-03-01,17222,1714,10,0.7
06,095,Solano County,CA,2019-03-01,209461,8921,4.3,2020-03-01,208176,10394,5,0.7
12,087,Monroe County,FL,2019-03-01,47416,1015,2.1,2020-03-01,48010,1323,2.8,0.7
12,093,Okeechobee County,FL,2019-03-01,17918,627,3.5,2020-03-01,18216,765,4.2,0.7
13,001,Appling County,GA,2019-03-01,9144,337,3.7,2020-03-01,9736,430,4.4,0.7
13,011,Banks County,GA,2019-03-01,9655,283,2.9,2020-03-01,9833,350,3.6,0.7
13,021,Bibb County,GA,2019-03-01,68337,2769,4.1,2020-03-01,68383,3277,4.8,0.7
13,027,Brooks County,GA,2019-03-01,6970,244,3.5,2020-03-01,6972,295,4.2,0.7
13,035,Butts County,GA,2019-03-01,10701,382,3.6,2020-03-01,10877,464,4.3,0.7
13,043,Candler County,GA,2019-03-01,5525,167,3,2020-03-01,5655,211,3.7,0.7
13,075,Cook County,GA,2019-03-01,8010,272,3.4,2020-03-01,8159,333,4.1,0.7
13,081,Crisp County,GA,2019-03-01,9405,393,4.2,2020-03-01,9549,464,4.9,0.7
13,087,Decatur County,GA,2019-03-01,11702,439,3.8,2020-03-01,11732,532,4.5,0.7
13,123,Gilmer County,GA,2019-03-01,11877,443,3.7,2020-03-01,11828,521,4.4,0.7
13,127,Glynn County,GA,2019-03-01,38958,1361,3.5,2020-03-01,38826,1634,4.2,0.7
13,131,Grady County,GA,2019-03-01,10732,365,3.4,2020-03-01,10512,430,4.1,0.7
13,135,Gwinnett County,GA,2019-03-01,487176,15627,3.2,2020-03-01,494439,19054,3.9,0.7
13,145,Harris County,GA,2019-03-01,16799,535,3.2,2020-03-01,16612,641,3.9,0.7
13,151,Henry County,GA,2019-03-01,115100,4349,3.8,2020-03-01,117036,5223,4.5,0.7
13,169,Jones County,GA,2019-03-01,13793,456,3.3,2020-03-01,13798,550,4,0.7
13,173,Lanier County,GA,2019-03-01,3768,159,4.2,2020-03-01,3750,182,4.9,0.7
13,177,Lee County,GA,2019-03-01,14710,464,3.2,2020-03-01,14827,579,3.9,0.7
13,183,Long County,GA,2019-03-01,8190,302,3.7,2020-03-01,8274,364,4.4,0.7
13,207,Monroe County,GA,2019-03-01,13092,453,3.5,2020-03-01,13101,552,4.2,0.7
13,213,Murray County,GA,2019-03-01,15595,774,5,2020-03-01,15431,883,5.7,0.7
13,223,Paulding County,GA,2019-03-01,85544,2653,3.1,2020-03-01,86921,3277,3.8,0.7
13,231,Pike County,GA,2019-03-01,8862,285,3.2,2020-03-01,8998,353,3.9,0.7
13,239,Quitman County,GA,2019-03-01,809,44,5.4,2020-03-01,801,49,6.1,0.7
13,241,Rabun County,GA,2019-03-01,7007,265,3.8,2020-03-01,7007,313,4.5,0.7
13,245,Richmond County,GA,2019-03-01,85258,3927,4.6,2020-03-01,85960,4575,5.3,0.7
13,305,Wayne County,GA,2019-03-01,11594,475,4.1,2020-03-01,11358,541,4.8,0.7
19,031,Cedar County,IA,2019-03-01,10948,340,3.1,2020-03-01,10853,413,3.8,0.7
19,055,Delaware County,IA,2019-03-01,10500,317,3,2020-03-01,10592,394,3.7,0.7
19,075,Grundy County,IA,2019-03-01,6609,221,3.3,2020-03-01,6505,257,4,0.7
19,119,Lyon County,IA,2019-03-01,6989,144,2.1,2020-03-01,6992,197,2.8,0.7
19,123,Mahaska County,IA,2019-03-01,11895,330,2.8,2020-03-01,11849,417,3.5,0.7
19,177,Van Buren County,IA,2019-03-01,3659,112,3.1,2020-03-01,3604,138,3.8,0.7
19,189,Winnebago County,IA,2019-03-01,5100,154,3,2020-03-01,5185,191,3.7,0.7
21,015,Boone County,KY,2019-03-01,71366,2688,3.8,2020-03-01,69714,3128,4.5,0.7
21,029,Bullitt County,KY,2019-03-01,43076,1895,4.4,2020-03-01,42725,2162,5.1,0.7
21,039,Carlisle County,KY,2019-03-01,2180,103,4.7,2020-03-01,2202,119,5.4,0.7
21,067,Fayette County,KY,2019-03-01,174435,6487,3.7,2020-03-01,171551,7476,4.4,0.7
21,073,Franklin County,KY,2019-03-01,24883,1050,4.2,2020-03-01,24979,1220,4.9,0.7
21,077,Gallatin County,KY,2019-03-01,4079,191,4.7,2020-03-01,4012,215,5.4,0.7
21,083,Graves County,KY,2019-03-01,15696,826,5.3,2020-03-01,15649,932,6,0.7
21,087,Green County,KY,2019-03-01,5099,237,4.6,2020-03-01,5033,265,5.3,0.7
21,091,Hancock County,KY,2019-03-01,3975,172,4.3,2020-03-01,3924,195,5,0.7
21,103,Henry County,KY,2019-03-01,8193,348,4.2,2020-03-01,8189,400,4.9,0.7
21,111,Jefferson County,KY,2019-03-01,403866,17494,4.3,2020-03-01,400148,19943,5,0.7
21,171,Monroe County,KY,2019-03-01,4612,218,4.7,2020-03-01,4633,252,5.4,0.7
21,213,Simpson County,KY,2019-03-01,8977,438,4.9,2020-03-01,8812,494,5.6,0.7
21,223,Trimble County,KY,2019-03-01,3875,188,4.9,2020-03-01,3867,216,5.6,0.7
28,021,Claiborne County,MS,2019-03-01,2985,255,8.5,2020-03-01,2959,272,9.2,0.7
29,027,Callaway County,MO,2019-03-01,21370,694,3.2,2020-03-01,21356,827,3.9,0.7
29,047,Clay County,MO,2019-03-01,135123,4222,3.1,2020-03-01,136807,5194,3.8,0.7
29,107,Lafayette County,MO,2019-03-01,16788,618,3.7,2020-03-01,16949,739,4.4,0.7
29,127,Marion County,MO,2019-03-01,14538,530,3.6,2020-03-01,14592,633,4.3,0.7
29,151,Osage County,MO,2019-03-01,7101,178,2.5,2020-03-01,7091,229,3.2,0.7
29,175,Randolph County,MO,2019-03-01,10493,438,4.2,2020-03-01,10678,521,4.9,0.7
29,189,St. Louis County,MO,2019-03-01,528174,18087,3.4,2020-03-01,534007,21852,4.1,0.7
29,195,Saline County,MO,2019-03-01,10726,387,3.6,2020-03-01,10695,464,4.3,0.7
29,227,Worth County,MO,2019-03-01,1176,30,2.6,2020-03-01,1175,39,3.3,0.7
30,019,Daniels County,MT,2019-03-01,864,20,2.3,2020-03-01,904,27,3,0.7
30,101,Toole County,MT,2019-03-01,2073,53,2.6,2020-03-01,2107,69,3.3,0.7
30,107,Wheatland County,MT,2019-03-01,759,32,4.2,2020-03-01,803,39,4.9,0.7
31,007,Banner County,NE,2019-03-01,366,14,3.8,2020-03-01,401,18,4.5,0.7
31,041,Custer County,NE,2019-03-01,6413,169,2.6,2020-03-01,6614,221,3.3,0.7
31,059,Fillmore County,NE,2019-03-01,3127,90,2.9,2020-03-01,3210,117,3.6,0.7
31,071,Garfield County,NE,2019-03-01,1123,31,2.8,2020-03-01,1178,41,3.5,0.7
31,085,Hayes County,NE,2019-03-01,586,18,3.1,2020-03-01,657,25,3.8,0.7
31,097,Johnson County,NE,2019-03-01,2101,88,4.2,2020-03-01,2125,104,4.9,0.7
31,137,Phelps County,NE,2019-03-01,4981,130,2.6,2020-03-01,5123,168,3.3,0.7
31,139,Pierce County,NE,2019-03-01,4052,126,3.1,2020-03-01,4171,157,3.8,0.7
31,147,Richardson County,NE,2019-03-01,4264,148,3.5,2020-03-01,4332,182,4.2,0.7
31,157,Scotts Bluff County,NE,2019-03-01,18098,775,4.3,2020-03-01,18295,914,5,0.7
35,007,Colfax County,NM,2019-03-01,5259,246,4.7,2020-03-01,5307,286,5.4,0.7
35,011,De Baca County,NM,2019-03-01,807,35,4.3,2020-03-01,706,35,5,0.7
35,017,Grant County,NM,2019-03-01,12215,568,4.7,2020-03-01,12265,668,5.4,0.7
35,028,Los Alamos County,NM,2019-03-01,9278,277,3,2020-03-01,9524,348,3.7,0.7
