state.fips,county.fips,county,state.abbr,report.month.19,civilian.labor.force.19,unemployed.19,rate.unemployed.19,report.month.20,civilian.labor.force.20,unemployed.20,rate.unemployed.20,unemp.rate.diff
47,065,Hamilton County,TN,2019-03-01,185356,6074,3.3,2020-03-01,187743,6680,3.6,0.3
47,089,Jefferson County,TN,2019-03-01,24721,939,3.8,2020-03-01,24816,1022,4.1,0.3
47,105,Loudon County,TN,2019-03-01,23589,831,3.5,2020-03-01,23701,911,3.8,0.3
47,109,McNairy County,TN,2019-03-01,8471,466,5.5,2020-03-01,8547,496,5.8,0.3
47,119,Maury County,TN,2019-03-01,49569,1455,2.9,2020-03-01,50583,1618,3.2,0.3
47,145,Roane County,TN,2019-03-01,23588,986,4.2,2020-03-01,23688,1060,4.5,0.3
47,155,Sevier County,TN,2019-03-01,53693,2023,3.8,2020-03-01,53648,2177,4.1,0.3
47,179,Washington County,TN,2019-03-01,61628,2147,3.5,2020-03-01,60861,2298,3.8,0.3
47,185,White County,TN,2019-03-01,12386,469,3.8,2020-03-01,12348,507,4.1,0.3
48,081,Coke County,TX,2019-03-01,1419,49,3.5,2020-03-01,1447,55,3.8,0.3
48,095,Concho County,TX,2019-03-01,1130,38,3.4,2020-03-01,1358,50,3.7,0.3
49,023,Juab County,UT,2019-03-01,5711,186,3.3,2020-03-01,5822,208,3.6,0.3
51,017,Bath County,VA,2019-03-01,2386,67,2.8,2020-03-01,2484,77,3.1,0.3
51,033,Caroline County,VA,2019-03-01,15259,519,3.4,2020-03-01,15503,577,3.7,0.3
51,047,Culpeper County,VA,2019-03-01,24419,712,2.9,2020-03-01,24859,793,3.2,0.3
51,049,Cumberland County,VA,2019-03-01,4625,144,3.1,2020-03-01,4648,160,3.4,0.3
51,057,Essex County,VA,2019-03-01,5539,231,4.2,2020-03-01,5523,250,4.5,0.3
51,065,Fluvanna County,VA,2019-03-01,13978,347,2.5,2020-03-01,14326,398,2.8,0.3
51,095,James City County,VA,2019-03-01,36721,1053,2.9,2020-03-01,36885,1162,3.2,0.3
51,099,King George County,VA,2019-03-01,13375,383,2.9,2020-03-01,13821,446,3.2,0.3
51,109,Louisa County,VA,2019-03-01,20082,569,2.8,2020-03-01,20406,637,3.1,0.3
51,119,Middlesex County,VA,2019-03-01,5156,154,3,2020-03-01,5258,173,3.3,0.3
51,135,Nottoway County,VA,2019-03-01,7288,212,2.9,2020-03-01,7363,232,3.2,0.3
51,153,Prince William County,VA,2019-03-01,246311,6696,2.7,2020-03-01,250341,7418,3,0.3
51,171,Shenandoah County,VA,2019-03-01,22202,629,2.8,2020-03-01,22565,700,3.1,0.3
51,183,Sussex County,VA,2019-03-01,3633,179,4.9,2020-03-01,3749,196,5.2,0.3
51,191,Washington County,VA,2019-03-01,26752,964,3.6,2020-03-01,26922,1061,3.9,0.3
51,550,Chesapeake city,VA,2019-03-01,123371,3760,3,2020-03-01,123919,4112,3.3,0.3
51,660,Harrisonburg city,VA,2019-03-01,25321,838,3.3,2020-03-01,25663,935,3.6,0.3
51,740,Portsmouth city,VA,2019-03-01,44598,1831,4.1,2020-03-01,44808,1991,4.4,0.3
51,760,Richmond city,VA,2019-03-01,118866,4101,3.5,2020-03-01,120667,4601,3.8,0.3
51,800,Suffolk city,VA,2019-03-01,44858,1443,3.2,2020-03-01,45091,1588,3.5,0.3
51,840,Winchester city,VA,2019-03-01,14671,445,3,2020-03-01,14749,482,3.3,0.3
54,011,Cabell County,WV,2019-03-01,40941,1780,4.3,2020-03-01,42328,1943,4.6,0.3
54,023,Grant County,WV,2019-03-01,5884,346,5.9,2020-03-01,6062,375,6.2,0.3
55,031,Douglas County,WI,2019-03-01,23196,1161,5,2020-03-01,23018,1230,5.3,0.3
56,001,Albany County,WY,2019-03-01,20725,621,3,2020-03-01,20696,680,3.3,0.3
56,005,Campbell County,WY,2019-03-01,23170,837,3.6,2020-03-01,23928,935,3.9,0.3
56,033,Sheridan County,WY,2019-03-01,15563,634,4.1,2020-03-01,15753,691,4.4,0.3
01,011,Bullock County,AL,2019-03-01,4800,172,3.6,2020-03-01,4636,174,3.8,0.2
01,053,Escambia County,AL,2019-03-01,14846,563,3.8,2020-03-01,14626,586,4,0.2
01,091,Marengo County,AL,2019-03-01,7754,308,4,2020-03-01,7557,316,4.2,0.2
01,099,Monroe County,AL,2019-03-01,7286,386,5.3,2020-03-01,7328,404,5.5,0.2
01,105,Perry County,AL,2019-03-01,3419,182,5.3,2020-03-01,3319,182,5.5,0.2
19,011,Benton County,IA,2019-03-01,13680,501,3.7,2020-03-01,13482,522,3.9,0.2
19,099,Jasper County,IA,2019-03-01,19683,721,3.7,2020-03-01,19758,779,3.9,0.2
19,129,Mills County,IA,2019-03-01,7379,191,2.6,2020-03-01,7413,207,2.8,0.2
19,131,Mitchell County,IA,2019-03-01,6243,137,2.2,2020-03-01,7076,173,2.4,0.2
20,041,Dickinson County,KS,2019-03-01,8690,372,4.3,2020-03-01,8743,395,4.5,0.2
20,069,Gray County,KS,2019-03-01,3135,64,2,2020-03-01,3173,70,2.2,0.2
20,083,Hodgeman County,KS,2019-03-01,917,24,2.6,2020-03-01,974,27,2.8,0.2
20,181,Sherman County,KS,2019-03-01,2797,73,2.6,2020-03-01,2748,77,2.8,0.2
21,053,Clinton County,KY,2019-03-01,3950,265,6.7,2020-03-01,3978,274,6.9,0.2
21,155,Marion County,KY,2019-03-01,9673,412,4.3,2020-03-01,9515,429,4.5,0.2
24,023,Garrett County,MD,2019-03-01,15954,802,5,2020-03-01,15727,811,5.2,0.2
25,021,Norfolk County,MA,2019-03-01,394153,10766,2.7,2020-03-01,388880,11231,2.9,0.2
25,023,Plymouth County,MA,2019-03-01,285313,9896,3.5,2020-03-01,280919,10505,3.7,0.2
25,025,Suffolk County,MA,2019-03-01,459164,12422,2.7,2020-03-01,453164,13025,2.9,0.2
26,125,Oakland County,MI,2019-03-01,678266,25427,3.7,2020-03-01,681410,26451,3.9,0.2
27,059,Isanti County,MN,2019-03-01,21597,1196,5.5,2020-03-01,21459,1220,5.7,0.2
27,081,Lincoln County,MN,2019-03-01,3141,167,5.3,2020-03-01,3079,169,5.5,0.2
27,129,Renville County,MN,2019-03-01,8529,524,6.1,2020-03-01,8151,512,6.3,0.2
27,155,Traverse County,MN,2019-03-01,1734,91,5.2,2020-03-01,1665,90,5.4,0.2
28,005,Amite County,MS,2019-03-01,4402,273,6.2,2020-03-01,4447,285,6.4,0.2
28,009,Benton County,MS,2019-03-01,3016,167,5.5,2020-03-01,3004,170,5.7,0.2
28,013,Calhoun County,MS,2019-03-01,5672,294,5.2,2020-03-01,5714,309,5.4,0.2
28,015,Carroll County,MS,2019-03-01,3450,199,5.8,2020-03-01,3496,209,6,0.2
28,105,Oktibbeha County,MS,2019-03-01,22427,1101,4.9,2020-03-01,21914,1122,5.1,0.2
28,127,Simpson County,MS,2019-03-01,10724,523,4.9,2020-03-01,10596,539,5.1,0.2
28,147,Walthall County,MS,2019-03-01,4949,320,6.5,2020-03-01,4797,323,6.7,0.2
28,153,Wayne County,MS,2019-03-01,7440,410,5.5,2020-03-01,7513,431,5.7,0.2
29,079,Grundy County,MO,2019-03-01,4459,170,3.8,2020-03-01,4390,174,4,0.2
29,111,Lewis County,MO,2019-03-01,5072,197,3.9,2020-03-01,4997,206,4.1,0.2
29,117,Livingston County,MO,2019-03-01,7391,233,3.2,2020-03-01,7410,253,3.4,0.2
29,167,Polk County,MO,2019-03-01,14557,549,3.8,2020-03-01,14694,584,4,0.2
30,045,Judith Basin County,MT,2019-03-01,900,36,4,2020-03-01,1003,42,4.2,0.2
30,065,Musselshell County,MT,2019-03-01,2248,105,4.7,2020-03-01,2291,112,4.9,0.2
30,075,Powder River County,MT,2019-03-01,912,27,3,2020-03-01,969,31,3.2,0.2
31,175,Valley County,NE,2019-03-01,2114,81,3.8,2020-03-01,2179,88,4,0.2
34,015,Gloucester County,NJ,2019-03-01,148879,5540,3.7,2020-03-01,153077,5939,3.9,0.2
34,017,Hudson County,NJ,2019-03-01,359251,11800,3.3,2020-03-01,371699,12842,3.5,0.2
34,023,Middlesex County,NJ,2019-03-01,433559,13608,3.1,2020-03-01,444586,14543,3.3,0.2
34,037,Sussex County,NJ,2019-03-01,73389,2777,3.8,2020-03-01,75119,3038,4,0.2
36,001,Albany County,NY,2019-03-01,156674,5840,3.7,2020-03-01,158667,6148,3.9,0.2
36,023,Cortland County,NY,2019-03-01,23248,1338,5.8,2020-03-01,23074,1393,6,0.2
36,051,Livingston County,NY,2019-03-01,30622,1509,4.9,2020-03-01,30529,1553,5.1,0.2
36,109,Tompkins County,NY,2019-03-01,50805,1790,3.5,2020-03-01,49538,1812,3.7,0.2
37,001,Alamance County,NC,2019-03-01,82651,3243,3.9,2020-03-01,80670,3320,4.1,0.2
37,025,Cabarrus County,NC,2019-03-01,109553,4048,3.7,2020-03-01,108426,4197,3.9,0.2
37,035,Catawba County,NC,2019-03-01,79758,2969,3.7,2020-03-01,78052,3067,3.9,0.2
37,039,Cherokee County,NC,2019-03-01,11409,531,4.7,2020-03-01,11015,539,4.9,0.2
37,047,Columbus County,NC,2019-03-01,22672,1147,5.1,2020-03-01,22825,1221,5.3,0.2
37,065,Edgecombe County,NC,2019-03-01,21660,1273,5.9,2020-03-01,20631,1260,6.1,0.2
37,067,Forsyth County,NC,2019-03-01,190382,7289,3.8,2020-03-01,185407,7483,4,0.2
37,079,Greene County,NC,2019-03-01,9677,369,3.8,2020-03-01,9396,376,4,0.2
37,081,Guilford County,NC,2019-03-01,266341,11115,4.2,2020-03-01,258774,11446,4.4,0.2
37,087,Haywood County,NC,2019-03-01,30249,1111,3.7,2020-03-01,29281,1147,3.9,0.2
37,089,Henderson County,NC,2019-03-01,55565,1931,3.5,2020-03-01,53789,1995,3.7,0.2
37,107,Lenoir County,NC,2019-03-01,28104,1094,3.9,2020-03-01,27424,1121,4.1,0.2
37,109,Lincoln County,NC,2019-03-01,43582,1604,3.7,2020-03-01,43203,1695,3.9,0.2
37,119,Mecklenburg County,NC,2019-03-01,623872,23378,3.7,2020-03-01,617955,24361,3.9,0.2
37,123,Montgomery County,NC,2019-03-01,11623,478,4.1,2020-03-01,11315,484,4.3,0.2
37,137,Pamlico County,NC,2019-03-01,5397,216,4,2020-03-01,5203,217,4.2,0.2
37,147,Pitt County,NC,2019-03-01,91455,3847,4.2,2020-03-01,88093,3904,4.4,0.2
37,179,Union County,NC,2019-03-01,124258,4522,3.6,2020-03-01,123046,4690,3.8,0.2
37,191,Wayne County,NC,2019-03-01,53052,2269,4.3,2020-03-01,50343,2281,4.5,0.2
40,011,Blaine County,OK,2019-03-01,4706,93,2,2020-03-01,4737,104,2.2,0.2
40,063,Hughes County,OK,2019-03-01,5394,226,4.2,2020-03-01,5339,235,4.4,0.2
40,129,Roger Mills County,OK,2019-03-01,1881,48,2.6,2020-03-01,1827,52,2.8,0.2
40,153,Woodward County,OK,2019-03-01,8944,249,2.8,2020-03-01,8750,263,3,0.2
45,065,McCormick County,SC,2019-03-01,3402,129,3.8,2020-03-01,3443,136,4,0.2
46,047,Fall River County,SD,2019-03-01,2964,143,4.8,2020-03-01,2921,147,5,0.2
46,063,Harding County,SD,2019-03-01,728,20,2.7,2020-03-01,750,22,2.9,0.2
47,003,Bedford County,TN,2019-03-01,21090,799,3.8,2020-03-01,21097,853,4,0.2
47,009,Blount County,TN,2019-03-01,64039,2144,3.3,2020-03-01,64235,2273,3.5,0.2
47,011,Bradley County,TN,2019-03-01,50990,1844,3.6,2020-03-01,53120,2040,3.8,0.2
47,015,Cannon County,TN,2019-03-01,6613,206,3.1,2020-03-01,6742,221,3.3,0.2
47,025,Claiborne County,TN,2019-03-01,13258,582,4.4,2020-03-01,13251,607,4.6,0.2
47,037,Davidson County,TN,2019-03-01,406905,10779,2.6,2020-03-01,414649,11537,2.8,0.2
47,041,DeKalb County,TN,2019-03-01,7792,345,4.4,2020-03-01,7724,357,4.6,0.2
47,063,Hamblen County,TN,2019-03-01,28304,1123,4,2020-03-01,28394,1199,4.2,0.2
47,069,Hardeman County,TN,2019-03-01,9478,474,5,2020-03-01,9507,492,5.2,0.2
47,081,Hickman County,TN,2019-03-01,11480,365,3.2,2020-03-01,11704,400,3.4,0.2
47,099,Lawrence County,TN,2019-03-01,19198,770,4,2020-03-01,19538,820,4.2,0.2
47,111,Macon County,TN,2019-03-01,11230,357,3.2,2020-03-01,11450,386,3.4,0.2
47,125,Montgomery County,TN,2019-03-01,85881,3313,3.9,2020-03-01,87520,3600,4.1,0.2
47,133,Overton County,TN,2019-03-01,9900,415,4.2,2020-03-01,10155,448,4.4,0.2
47,135,Perry County,TN,2019-03-01,3202,162,5.1,2020-03-01,3060,161,5.3,0.2
47,157,Shelby County,TN,2019-03-01,449385,18275,4.1,2020-03-01,449034,19300,4.3,0.2
47,159,Smith County,TN,2019-03-01,9499,310,3.3,2020-03-01,9692,342,3.5,0.2
47,163,Sullivan County,TN,2019-03-01,71202,2756,3.9,2020-03-01,70409,2861,4.1,0.2
47,165,Sumner County,TN,2019-03-01,103006,2885,2.8,2020-03-01,104984,3114,3,0.2
47,189,Wilson County,TN,2019-03-01,77088,2178,2.8,2020-03-01,78562,2319,3,0.2
48,333,Mills County,TX,2019-03-01,1919,72,3.8,2020-03-01,1907,76,4,0.2
51,003,Albemarle County,VA,2019-03-01,57204,1503,2.6,2020-03-01,58622,1631,2.8,0.2
51,015,Augusta County,VA,2019-03-01,37397,1005,2.7,2020-03-01,37462,1079,2.9,0.2
51,023,Botetourt County,VA,2019-03-01,17483,485,2.8,2020-03-01,17538,531,3,0.2
51,041,Chesterfield County,VA,2019-03-01,188252,5434,2.9,2020-03-01,190954,6009,3.1,0.2
51,053,Dinwiddie County,VA,2019-03-01,13604,494,3.6,2020-03-01,13811,525,3.8,0.2
51,073,Gloucester County,VA,2019-03-01,19534,547,2.8,2020-03-01,19652,599,3,0.2
51,085,Hanover County,VA,2019-03-01,59305,1532,2.6,2020-03-01,60190,1691,2.8,0.2
51,087,Henrico County,VA,2019-03-01,183062,5465,3,2020-03-01,185525,5889,3.2,0.2
51,093,Isle of Wight County,VA,2019-03-01,19359,577,3,2020-03-01,19479,628,3.2,0.2
51,115,Mathews County,VA,2019-03-01,4154,138,3.3,2020-03-01,4169,144,3.5,0.2
51,125,Nelson County,VA,2019-03-01,7337,222,3,2020-03-01,7527,239,3.2,0.2
51,149,Prince George County,VA,2019-03-01,15133,538,3.6,2020-03-01,15361,585,3.8,0.2
51,159,Richmond County,VA,2019-03-01,4024,136,3.4,2020-03-01,4102,146,3.6,0.2
51,163,Rockbridge County,VA,2019-03-01,10654,323,3,2020-03-01,10801,347,3.2,0.2
51,177,Spotsylvania County,VA,2019-03-01,67113,2091,3.1,2020-03-01,68185,2236,3.3,0.2
51,179,Stafford County,VA,2019-03-01,72278,2111,2.9,2020-03-01,73465,2297,3.1,0.2
51,193,Westmoreland County,VA,2019-03-01,9211,393,4.3,2020-03-01,9487,428,4.5,0.2
51,510,Alexandria city,VA,2019-03-01,101593,2308,2.3,2020-03-01,103213,2585,2.5,0.2
51,610,Falls Church city,VA,2019-03-01,8614,184,2.1,2020-03-01,8736,198,2.3,0.2
51,683,Manassas city,VA,2019-03-01,22147,620,2.8,2020-03-01,22489,676,3,0.2
51,685,Manassas Park city,VA,2019-03-01,9397,254,2.7,2020-03-01,9532,272,2.9,0.2
51,735,Poquoson city,VA,2019-03-01,6356,169,2.7,2020-03-01,6399,183,2.9,0.2
51,790,Staunton city,VA,2019-03-01,12359,363,2.9,2020-03-01,12329,380,3.1,0.2
51,810,Virginia Beach city,VA,2019-03-01,234394,6753,2.9,2020-03-01,235247,7342,3.1,0.2
54,027,Hampshire County,WV,2019-03-01,10653,451,4.2,2020-03-01,10864,473,4.4,0.2
55,011,Buffalo County,WI,2019-03-01,6368,342,5.4,2020-03-01,6361,355,5.6,0.2
55,095,Polk County,WI,2019-03-01,24540,1382,5.6,2020-03-01,24485,1416,5.8,0.2
55,129,Washburn County,WI,2019-03-01,7620,398,5.2,2020-03-01,7712,419,5.4,0.2
56,007,Carbon County,WY,2019-03-01,7547,285,3.8,2020-03-01,7924,319,4,0.2
01,121,Talladega County,AL,2019-03-01,35966,1333,3.7,2020-03-01,35090,1344,3.8,0.1
02,261,Valdez-Cordova Census Area,AK,2019-03-01,4208,400,9.5,2020-03-01,4201,404,9.6,0.1
18,041,Fayette County,IN,2019-03-01,9035,427,4.7,2020-03-01,8274,397,4.8,0.1
18,049,Fulton County,IN,2019-03-01,9869,377,3.8,2020-03-01,9231,357,3.9,0.1
18,085,Kosciusko County,IN,2019-03-01,42637,1214,2.8,2020-03-01,40838,1178,2.9,0.1
18,145,Shelby County,IN,2019-03-01,23124,740,3.2,2020-03-01,22528,746,3.3,0.1
19,003,Adams County,IA,2019-03-01,2148,52,2.4,2020-03-01,2133,54,2.5,0.1
19,025,Calhoun County,IA,2019-03-01,4230,135,3.2,2020-03-01,4196,140,3.3,0.1
19,039,Clarke County,IA,2019-03-01,4941,209,4.2,2020-03-01,4885,212,4.3,0.1
19,073,Greene County,IA,2019-03-01,5379,138,2.6,2020-03-01,5413,144,2.7,0.1
19,085,Harrison County,IA,2019-03-01,7373,237,3.2,2020-03-01,7419,248,3.3,0.1
19,161,Sac County,IA,2019-03-01,5323,172,3.2,2020-03-01,5236,172,3.3,0.1
19,185,Wayne County,IA,2019-03-01,2822,85,3,2020-03-01,2828,88,3.1,0.1
20,025,Clark County,KS,2019-03-01,1029,24,2.3,2020-03-01,1079,26,2.4,0.1
20,033,Comanche County,KS,2019-03-01,851,21,2.5,2020-03-01,846,22,2.6,0.1
20,035,Cowley County,KS,2019-03-01,16390,551,3.4,2020-03-01,16340,567,3.5,0.1
20,101,Lane County,KS,2019-03-01,717,21,2.9,2020-03-01,741,22,3,0.1
20,141,Osborne County,KS,2019-03-01,2006,47,2.3,2020-03-01,2070,49,2.4,0.1
20,183,Smith County,KS,2019-03-01,1950,52,2.7,2020-03-01,1956,54,2.8,0.1
20,187,Stanton County,KS,2019-03-01,940,24,2.6,2020-03-01,968,26,2.7,0.1
20,189,Stevens County,KS,2019-03-01,2472,70,2.8,2020-03-01,2481,71,2.9,0.1
23,019,Penobscot County,ME,2019-03-01,76469,3095,4,2020-03-01,77092,3140,4.1,0.1
23,027,Waldo County,ME,2019-03-01,20358,853,4.2,2020-03-01,20138,872,4.3,0.1
25,003,Berkshire County,MA,2019-03-01,64618,2775,4.3,2020-03-01,62447,2756,4.4,0.1
25,005,Bristol County,MA,2019-03-01,304292,13309,4.4,2020-03-01,297997,13536,4.5,0.1
25,009,Essex County,MA,2019-03-01,429545,14250,3.3,2020-03-01,420162,14420,3.4,0.1
25,011,Franklin County,MA,2019-03-01,41212,1317,3.2,2020-03-01,40616,1350,3.3,0.1
25,017,Middlesex County,MA,2019-03-01,926480,23416,2.5,2020-03-01,911531,23457,2.6,0.1
25,027,Worcester County,MA,2019-03-01,451158,15972,3.5,2020-03-01,443652,15887,3.6,0.1
26,147,St. Clair County,MI,2019-03-01,76502,4480,5.9,2020-03-01,76874,4612,6,0.1
27,019,Carver County,MN,2019-03-01,58602,1832,3.1,2020-03-01,58139,1845,3.2,0.1
27,025,Chisago County,MN,2019-03-01,30317,1578,5.2,2020-03-01,30123,1601,5.3,0.1
27,061,Itasca County,MN,2019-03-01,21852,1538,7,2020-03-01,22053,1575,7.1,0.1
27,077,Lake of the Woods County,MN,2019-03-01,2459,93,3.8,2020-03-01,2527,99,3.9,0.1
27,119,Polk County,MN,2019-03-01,16664,822,4.9,2020-03-01,16333,822,5,0.1
27,123,Ramsey County,MN,2019-03-01,290127,9455,3.3,2020-03-01,288495,9718,3.4,0.1
27,137,St. Louis County,MN,2019-03-01,103027,4777,4.6,2020-03-01,101634,4763,4.7,0.1
27,149,Stevens County,MN,2019-03-01,5358,188,3.5,2020-03-01,5166,188,3.6,0.1
27,169,Winona County,MN,2019-03-01,28922,956,3.3,2020-03-01,28463,976,3.4,0.1
28,003,Alcorn County,MS,2019-03-01,16210,697,4.3,2020-03-01,16080,715,4.4,0.1
28,017,Chickasaw County,MS,2019-03-01,6959,349,5,2020-03-01,6809,349,5.1,0.1
28,025,Clay County,MS,2019-03-01,7737,539,7,2020-03-01,7743,550,7.1,0.1
28,031,Covington County,MS,2019-03-01,8057,365,4.5,2020-03-01,8050,368,4.6,0.1
28,037,Franklin County,MS,2019-03-01,2826,169,6,2020-03-01,2768,169,6.1,0.1
28,041,Greene County,MS,2019-03-01,4314,292,6.8,2020-03-01,4362,302,6.9,0.1
28,043,Grenada County,MS,2019-03-01,9626,446,4.6,2020-03-01,9330,442,4.7,0.1
28,067,Jones County,MS,2019-03-01,26307,1315,5,2020-03-01,25875,1323,5.1,0.1
28,071,Lafayette County,MS,2019-03-01,28101,1095,3.9,2020-03-01,28365,1132,4,0.1
28,077,Lawrence County,MS,2019-03-01,4675,287,6.1,2020-03-01,4537,283,6.2,0.1
28,101,Newton County,MS,2019-03-01,8778,437,5,2020-03-01,8821,452,5.1,0.1
28,111,Perry County,MS,2019-03-01,4265,266,6.2,2020-03-01,4302,272,6.3,0.1
28,123,Scott County,MS,2019-03-01,12616,519,4.1,2020-03-01,12645,529,4.2,0.1
28,131,Stone County,MS,2019-03-01,6877,407,5.9,2020-03-01,6916,412,6,0.1
28,133,Sunflower County,MS,2019-03-01,7750,645,8.3,2020-03-01,7787,656,8.4,0.1
28,135,Tallahatchie County,MS,2019-03-01,5396,306,5.7,2020-03-01,5308,309,5.8,0.1
30,017,Custer County,MT,2019-03-01,5941,217,3.7,2020-03-01,6142,231,3.8,0.1
30,025,Fallon County,MT,2019-03-01,1636,36,2.2,2020-03-01,1700,39,2.3,0.1
30,047,Lake County,MT,2019-03-01,12955,648,5,2020-03-01,13356,675,5.1,0.1
30,067,Park County,MT,2019-03-01,8526,384,4.5,2020-03-01,8773,406,4.6,0.1
30,083,Richland County,MT,2019-03-01,5802,179,3.1,2020-03-01,5879,186,3.2,0.1
30,105,Valley County,MT,2019-03-01,3966,147,3.7,2020-03-01,4039,152,3.8,0.1
31,011,Boone County,NE,2019-03-01,2982,108,3.6,2020-03-01,3074,113,3.7,0.1
34,003,Bergen County,NJ,2019-03-01,479056,14183,3,2020-03-01,495787,15394,3.1,0.1
34,005,Burlington County,NJ,2019-03-01,229003,7645,3.3,2020-03-01,235225,7888,3.4,0.1
34,007,Camden County,NJ,2019-03-01,251717,10297,4.1,2020-03-01,258579,10772,4.2,0.1
34,021,Mercer County,NJ,2019-03-01,200508,6336,3.2,2020-03-01,208262,6817,3.3,0.1
34,025,Monmouth County,NJ,2019-03-01,324028,10839,3.3,2020-03-01,332642,11373,3.4,0.1
34,029,Ocean County,NJ,2019-03-01,271652,10824,4,2020-03-01,278984,11445,4.1,0.1
34,035,Somerset County,NJ,2019-03-01,170135,5204,3.1,2020-03-01,173651,5544,3.2,0.1
34,039,Union County,NJ,2019-03-01,275110,10711,3.9,2020-03-01,280721,11342,4,0.1
34,041,Warren County,NJ,2019-03-01,55378,2012,3.6,2020-03-01,57164,2138,3.7,0.1
35,019,Guadalupe County,NM,2019-03-01,1518,84,5.5,2020-03-01,1482,83,5.6,0.1
36,091,Saratoga County,NY,2019-03-01,118588,4376,3.7,2020-03-01,120088,4619,3.8,0.1
36,093,Schenectady County,NY,2019-03-01,75768,3071,4.1,2020-03-01,76770,3258,4.2,0.1
36,115,Washington County,NY,2019-03-01,26968,1352,5,2020-03-01,27198,1384,5.1,0.1
37,009,Ashe County,NC,2019-03-01,12693,546,4.3,2020-03-01,12577,550,4.4,0.1
37,013,Beaufort County,NC,2019-03-01,19706,971,4.9,2020-03-01,19020,950,5,0.1
37,029,Camden County,NC,2019-03-01,4732,196,4.1,2020-03-01,4555,191,4.2,0.1
37,037,Chatham County,NC,2019-03-01,35719,1273,3.6,2020-03-01,35405,1306,3.7,0.1
37,053,Currituck County,NC,2019-03-01,14078,559,4,2020-03-01,13732,567,4.1,0.1
37,069,Franklin County,NC,2019-03-01,31488,1318,4.2,2020-03-01,31328,1362,4.3,0.1
37,077,Granville County,NC,2019-03-01,30594,1064,3.5,2020-03-01,29815,1081,3.6,0.1
37,101,Johnston County,NC,2019-03-01,99661,3758,3.8,2020-03-01,99063,3845,3.9,0.1
37,113,Macon County,NC,2019-03-01,15179,674,4.4,2020-03-01,14881,673,4.5,0.1
37,129,New Hanover County,NC,2019-03-01,123469,4728,3.8,2020-03-01,121627,4732,3.9,0.1
37,133,Onslow County,NC,2019-03-01,65764,3172,4.8,2020-03-01,63870,3120,4.9,0.1
37,141,Pender County,NC,2019-03-01,28785,1198,4.2,2020-03-01,28344,1217,4.3,0.1
37,149,Polk County,NC,2019-03-01,8981,358,4,2020-03-01,8777,357,4.1,0.1
37,183,Wake County,NC,2019-03-01,598875,20997,3.5,2020-03-01,595542,21342,3.6,0.1
38,065,Oliver County,ND,2019-03-01,854,38,4.4,2020-03-01,869,39,4.5,0.1
38,089,Stark County,ND,2019-03-01,18228,443,2.4,2020-03-01,18135,446,2.5,0.1
38,105,Williams County,ND,2019-03-01,23702,506,2.1,2020-03-01,23595,508,2.2,0.1
40,039,Custer County,OK,2019-03-01,15725,374,2.4,2020-03-01,15999,395,2.5,0.1
40,043,Dewey County,OK,2019-03-01,2807,53,1.9,2020-03-01,2913,58,2,0.1
40,049,Garvin County,OK,2019-03-01,12833,389,3,2020-03-01,12545,395,3.1,0.1
40,107,Okfuskee County,OK,2019-03-01,4648,194,4.2,2020-03-01,4626,200,4.3,0.1
46,015,Brule County,SD,2019-03-01,2418,76,3.1,2020-03-01,2418,77,3.2,0.1
46,019,Butte County,SD,2019-03-01,5033,177,3.5,2020-03-01,5033,183,3.6,0.1
46,089,McPherson County,SD,2019-03-01,1023,48,4.7,2020-03-01,1026,49,4.8,0.1
46,117,Stanley County,SD,2019-03-01,1852,68,3.7,2020-03-01,1852,70,3.8,0.1
46,121,Todd County,SD,2019-03-01,3194,190,5.9,2020-03-01,3164,189,6,0.1
46,123,Tripp County,SD,2019-03-01,3112,85,2.7,2020-03-01,3080,87,2.8,0.1
47,013,Campbell County,TN,2019-03-01,14974,725,4.8,2020-03-01,15001,738,4.9,0.1
47,021,Cheatham County,TN,2019-03-01,22006,622,2.8,2020-03-01,22385,640,2.9,0.1
47,043,Dickson County,TN,2019-03-01,27188,847,3.1,2020-03-01,27691,882,3.2,0.1
47,047,Fayette County,TN,2019-03-01,19226,710,3.7,2020-03-01,19191,724,3.8,0.1
47,053,Gibson County,TN,2019-03-01,22097,952,4.3,2020-03-01,22261,970,4.4,0.1
47,059,Greene County,TN,2019-03-01,30138,1445,4.8,2020-03-01,29494,1443,4.9,0.1
47,077,Henderson County,TN,2019-03-01,12351,563,4.6,2020-03-01,12351,586,4.7,0.1
47,093,Knox County,TN,2019-03-01,246026,7352,3,2020-03-01,246591,7665,3.1,0.1
47,097,Lauderdale County,TN,2019-03-01,9694,546,5.6,2020-03-01,9793,561,5.7,0.1
47,113,Madison County,TN,2019-03-01,49550,1799,3.6,2020-03-01,48961,1808,3.7,0.1
47,139,Polk County,TN,2019-03-01,7349,300,4.1,2020-03-01,7644,321,4.2,0.1
47,147,Robertson County,TN,2019-03-01,38124,1133,3,2020-03-01,38843,1193,3.1,0.1
49,009,Daggett County,UT,2019-03-01,361,21,5.8,2020-03-01,354,21,5.9,0.1
51,013,Arlington County,VA,2019-03-01,154788,3177,2.1,2020-03-01,157076,3412,2.2,0.1
51,059,Fairfax County,VA,2019-03-01,636612,15609,2.5,2020-03-01,646177,16992,2.6,0.1
51,061,Fauquier County,VA,2019-03-01,36775,999,2.7,2020-03-01,37475,1056,2.8,0.1
